"","ID","Description","Count","GeneRatio","geneID"
"GO:0009893","GO:0009893","positive regulation of metabolic process",208,"208/901","GCLC/CYP26B1/CASP10/NOS2/TEAD3/SELE/MYLIP/JARID2/MAPK8IP2/TENM1/CNTN1/SLC11A1/NLRP2/ARNTL2/BAK1/RNF19A/TIMP2/FLT4/PRDM1/ATP2B4/CREB3L3/ABCA7/SBNO2/TIE1/KLF6/FGFR3/MAOB/PLA2G10/SREBF1/TP63/GRAMD4/ACACB/LAMP3/HOXA9/ADCYAP1R1/SLC4A4/MEF2C/IL12RB2/PGR/C1QTNF3/TRAF5/GSTP1/MAPRE3/ACHE/TFAP2C/ICAM1/TBX15/DDT/TSPO/PDGFB/CD40/MYBL2/NFATC2/PABPC1L/MYOM1/TBL1X/CAB39L/KLF5/NFAT5/ZNF423/CCL22/CCL17/CD276/CEMIP/IL27RA/CAV1/WNT2/EPHB6/PCOLCE/LHX2/TGFBR1/ENG/GLIS3/POU2AF1/PERP/CCND3/TTK/GHR/ID2/MYCL/APOA1/HSPH1/RASL11A/SASH3/NR4A1/LRP1/NDP/UNC5CL/BMP4/FOSB/E2F8/AJUBA/LBP/CBFA2T3/SH3BP4/GADD45G/ACE2/TOP2A/RARA/PIAS3/HAVCR2/NKX2-1/RPLP1/UACA/ZNF750/PMAIP1/NKD2/IGFBP3/NFIB/ARID5B/ADRA2A/VEGFC/PIP4K2A/FOXO1/RNF144A/ADAM17/ACSL1/BANK1/DAB2/BMP6/PID1/ANGPT1/PRKCA/FZD7/AUTS2/NPM2/RUNX1/ATP13A2/S100A1/ZBTB7B/SHC1/IL6R/PTH1R/ITGA5/EN1/MSX1/TIPARP/NSMF/SALL2/PLEKHF1/APBB1/CHP2/NAB2/SMAD3/TEF/PBX3/GPD1/AXL/CCDC88B/ADRB2/LDB2/SIX2/FOXA3/KNDC1/C3AR1/PRNP/IL16/ARNT2/IL17D/VEGFB/HOXB2/CD34/LPL/CLCF1/SLCO3A1/RNF152/POLR2L/CITED4/SCRIB/RGMA/LCK/CADM1/ABAT/ADRA2C/SOCS3/CDCA2/PDE6G/NR2F2/BCL9L/MAGI2/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/EPHB4/SRC/OCLN/MYO1C/TEAD4/STK39/SCAMP5/TOX/CES1/CD3E/SREBF2/FOXO6/POU5F1/DDR1/TRIM15/MIR23A/TNF/NFAM1/ETV5/CHCHD10/HOXA10/HOXB7/CD24/ACACA"
"GO:0018933","GO:0018933","nicotine metabolic process",0,"0/901",""
"GO:0019222","GO:0019222","regulation of metabolic process",307,"307/901","GCLC/CYP26B1/CASP10/DLX6/NOS2/TEAD3/SELE/MYLIP/JARID2/MAPK8IP2/TENM1/ETV7/HHATL/CNTN1/SLC11A1/NLRP2/BTN3A1/ARNTL2/BAK1/RNF19A/TIMP2/USP2/FLT4/CELF2/LTBP1/KCNQ1/PRDM1/ATP2B4/CREB3L3/ABCA7/SBNO2/ME1/TIE1/KLF6/FGFR3/MAOB/PLA2G10/SREBF1/TP63/GRAMD4/ACACB/CAMSAP3/LAMP3/HOXA9/ADCYAP1R1/PTPRH/SLC4A4/MEF2C/IL12RB2/PGR/C1QTNF3/TRAF5/RPS5/GSTP1/MAPRE3/ACHE/TFAP2C/PIR/PEBP1/ICAM1/TBX15/SERPIND1/DDT/CYP2D6/TSPO/PDGFB/CD40/MYBL2/NFATC2/PABPC1L/CTSZ/MYOM1/TBL1X/CAB39L/KLF5/ACP5/TSC22D1/NFAT5/ZNF423/CCL22/CCL17/PARD6A/CD276/CEMIP/DMPK/IL27RA/JAK3/CAV1/WNT2/EPHB6/PCOLCE/LHX2/TGFBR1/ENG/GLIS3/IL10RA/TCIRG1/POU2AF1/CORO1C/ATN1/PERP/CCND3/TTK/LAMA4/NUDT12/GHR/KNG1/ZBTB47/ID2/PLCL1/MYCL/APOA1/NPC2/HSPH1/RASL11A/SASH3/NR4A1/LRP1/NDP/UNC5CL/BMP4/FOSB/IFI6/PKMYT1/HOXD11/E2F8/AJUBA/RPS4Y1/LBP/CBFA2T3/SH3BP4/GADD45G/ACE2/SH3BP5/AOC3/TOP2A/RARA/PPP1R1B/KHDRBS3/FMO5/PIAS3/SFTPD/HAVCR2/OASL/NKX2-1/RPLP1/UACA/GLIPR1/ZNF750/PMAIP1/DUSP10/NKD2/IGFBP3/NFIB/SCGB1A1/ARID5B/PDCD4/ADRA2A/VEGFC/PIP4K2A/FOXO1/RNF144A/ADAM17/ACSL1/PTPRK/BANK1/DAB2/ACMSD/BMP6/PID1/ANGPT1/PRKCA/FZD7/RAB39B/MPV17L/AUTS2/CDC25C/NPM2/RUNX1/SIM2/ATP13A2/S100A1/ZBTB7B/SHC1/IL6R/PTH1R/CYGB/ITGA5/BCL6B/DIRAS3/GFI1/EN1/MSX1/PTPN13/TIPARP/APBB2/STK17A/CDCA7L/ZNF704/NSMF/ZNF219/BTNL9/SALL2/PLEKHF1/APBB1/CHP2/NAB2/TSC22D4/SMAD3/TEF/PBX3/GPD1/AXL/CCDC88B/ADRB2/LDB2/IRX1/IRX2/SIX2/FOXA3/ZNF692/KNDC1/RRM2/RPS21/C3AR1/PRNP/RCAN2/IL16/ARNT2/IL17D/INSM1/PPP1R14B/VEGFB/MST1/HOXB2/CD34/LPL/CLCF1/CCDC85B/SLCO3A1/RNF152/MYO1D/POLR2L/MYOZ1/ZHX2/CITED4/SCRIB/RGMA/LCK/TCEAL7/CADM1/ABAT/ADRA2C/DUSP8/SOCS3/CDCA2/PDE6G/NR2F2/BCL9L/MAGI2/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/GSPT2/EPHB4/SRC/SERPINA1/KANK2/SERPINB2/RPS26/OCLN/MYO1C/TEAD4/ARC/STK39/SCAMP5/SUCNR1/TOX/CES1/CD3E/SREBF2/FOXO6/CARD16/POU5F1/DDR1/TRIM15/SERPINB5/MIR621/MIR590/MIR23A/ELFN1/TNF/NFAM1/ZNF737/ETV5/CHCHD10/HOXA10/HP/ZBED6/HOXB7/IKBKE/TXNIP/FXYD1/CD24/EPOP/ACACA"
"GO:0019674","GO:0019674","NAD metabolic process",3,"3/901","GPD2/NMNAT2/GPD1"
"GO:0019748","GO:0019748","secondary metabolic process",6,"6/901","CYP2W1/DDT/CYP2D6/AKR1C2/ACMSD/BDH2"
"GO:0032259","GO:0032259","methylation",5,"5/901","JARID2/PRDM1/HNMT/AUTS2/GFI1"
"GO:0032963","GO:0032963","collagen metabolic process",5,"5/901","ENG/BMP4/P3H4/CYGB/COL15A1"
"GO:0042440","GO:0042440","pigment metabolic process",4,"4/901","DDT/TSPO/GPR143/BDH2"
"GO:0042445","GO:0042445","hormone metabolic process",20,"20/901","CYP26B1/CYP2W1/ERO1B/CYP2D6/TSPO/CTSG/CTSZ/GHR/TTR/SRD5A3/ACE2/AKR1C2/BMP6/CHST9/TIPARP/CYP2S1/SULT1A1/CACNA1H/CES1/DDO"
"GO:0044033","GO:0044033","multi-organism metabolic process",0,"0/901",""
"GO:0044237","GO:0044237","cellular metabolic process",434,"434/901","GCLC/CYP26B1/CASP10/DLX6/NOS2/TEAD3/SELE/FMO3/MYLIP/JARID2/MAPK8IP2/TENM1/ETV7/HHATL/IDS/CNTN1/SLC11A1/CYP24A1/NLRP2/GCLM/ARNTL2/BAK1/RNF19A/TIMP2/USP2/FLT4/VCAN/CELF2/LTBP1/RCN1/MSMO1/KCNQ1/OPN3/PRDM1/ATP2B4/TBXAS1/CREB3L3/PTPRU/COL11A1/MPC1/ABCA7/SBNO2/CALCRL/GSTO2/ME1/MTHFD2/TIE1/KLF6/FGFR3/MAOB/PLA2G10/LNX1/ALDH3A2/SREBF1/CYP2W1/TP63/ACAT1/GRAMD4/ACACB/CAMSAP3/LAMP3/HOXA9/ADCYAP1R1/MOXD1/PTPRH/SLC4A4/MEF2C/IL12RB2/PGR/C1QTNF3/TRAF5/OXCT1/RPS5/GSTP1/MAPRE3/ERO1B/ACHE/TFAP2C/PIR/PEBP1/ICAM1/TGM1/TBX15/NANS/TSPAN15/SERPIND1/DDT/CYP2D6/MCM5/TSPO/PDGFB/FOXRED2/CTSG/REC8/CD40/MYBL2/NFATC2/PABPC1L/CTSZ/TBL1X/CAB39L/KLF5/ACP5/TSC22D1/MSLN/NFAT5/ZNF423/CCL22/CCL17/PARD6A/FAH/CEMIP/SCG3/MCM4/DMPK/IL4I1/IL27RA/PLPPR2/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/PCOLCE/IMPDH1/LHX2/PRUNE2/TGFBR1/ENG/GLIS3/RNF43/GALK1/IL10RA/GALNT18/TCIRG1/POU2AF1/CORO1C/ATN1/PERP/CCND3/GMDS/TTK/NUDT12/GHR/EHHADH/KNG1/ZBTB47/GPD2/PECR/CHST10/ID2/PLCL1/MYCL/ST6GALNAC5/APOA1/TTR/BSPRY/NPC2/RASL11A/NR4A1/LRP1/NDP/UNC5CL/BMP4/ALKBH7/FOSB/TGM3/ASL/IFI6/PKMYT1/SRD5A3/HOXD11/IVD/E2F8/AJUBA/RPS4Y1/CBFA2T3/SH3BP4/GADD45G/ACE2/SH3BP5/NAPSA/AOC3/TOP2A/RARA/PPP1R1B/KHDRBS3/FMO5/PIAS3/DCLK1/SFTPD/HAVCR2/OASL/NKX2-1/ABHD17C/ALPK3/RPLP1/UACA/ZNF750/PMAIP1/P3H4/DUSP10/NKD2/SLC22A3/IGFBP3/NFIB/SCGB1A1/GLYAT/ARID5B/HNMT/PDCD4/ADRA2A/VEGFC/PRSS23/PIP4K2A/FOXO1/AKR1C2/RNF144A/ADAM17/ACSL1/PTPRK/PLOD2/STK32B/BANK1/DAB2/ACMSD/BMP6/PLA2R1/PID1/CHST9/ANGPT1/PRKCA/ENPP3/FZD7/SLA/RAB39B/MPV17L/NMNAT2/AUTS2/CDC25C/TSPAN33/AHCYL2/NPM2/RUNX1/CBR1/CBR3/CHAF1B/SIM2/PTMS/ATP13A2/ZDHHC12/S100A1/ZBTB7B/SHC1/IL6R/CCR5/PTH1R/CYGB/ITGA5/IP6K3/BCL6B/DIRAS3/GFI1/EN1/MSX1/CDS1/PTPN13/ALB/ADAMTS9/PPM1K/TIPARP/APBB2/BDH2/STK17A/SLC29A4/CDCA7L/ZNF704/NSMF/ZNF219/SALL2/LARGE2/PLEKHF1/APBB1/USP54/GLYATL1/CHP2/NAB2/TSC22D4/SMAD3/TEF/PBX3/GPD1/CYP2S1/AXL/ATG16L2/ENTPD3/FEN1/ADRB2/B3GALNT1/STK32A/DCXR/LDB2/IRX1/IRX2/SIX2/FOXA3/FUT3/ZNF692/CDC42BPG/KNDC1/RRM2/RPS21/PRNP/SUCLG2/RCAN2/ARNT2/SYNPO2/NDNF/INSM1/PPP1R14B/PTPRM/FKBP2/VEGFB/MST1/HOXB2/NRROS/CD34/CTSF/MSRB3/TNK1/LPL/CLCF1/CCDC85B/SLCO3A1/B3GNT5/RNF152/MYO1D/POLR2L/MYOZ1/RPP25/ZHX2/APOBEC3B/PIPOX/CITED4/B3GNT3/SCRIB/MRPL14/MRPL41/RGMA/UBE2E2/LCK/TCEAL7/ABAT/ADRA2C/DUSP8/SOCS3/CDCA2/APOBR/PDE6G/NR2F2/P4HB/BCL9L/KRT10/MAGI2/AGMO/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/ALG1L/GSPT2/EPHB4/SULT1A1/CACNA1H/SRC/ACSL5/SERPINA1/KANK2/SERPINB2/RPS26/OCLN/TEAD4/ARC/STK39/EIF1AY/PNP/TOX/CES1/CD3E/SREBF2/RASGEF1A/SPRR2E/DDO/PLPP4/FOXO6/NEU4/CARD16/POU5F1/DDR1/TRIM15/SERPINB5/SNORD60/SNORD101/MIR590/MIR23A/GSTM2/NEURL1B/UBE2QL1/TSTD1/SNORA11/FADS3/ELFN1/TNF/NFAM1/ZNF737/SCARNA7/HOGA1/DECR2/ETV5/GBA3/CHCHD10/SELENOP/HOXA10/HP/NHLRC4/ZBED6/HOXB7/IKBKE/TXNIP/FXYD1/CD24/EPOP/ACACA"
"GO:0044238","GO:0044238","primary metabolic process",420,"420/901","GCLC/LAP3/CYP26B1/CASP10/DLX6/NOS2/TEAD3/MYLIP/JARID2/MAPK8IP2/TENM1/ETV7/HHATL/IDS/CNTN1/SLC11A1/CYP24A1/NLRP2/GCLM/ARNTL2/BAK1/RNF19A/TIMP2/USP2/FLT4/VCAN/CELF2/LTBP1/RCN1/MSMO1/NRIP2/KCNQ1/OPN3/PRDM1/ATP2B4/TBXAS1/CREB3L3/PTPRU/COL11A1/MPC1/ABCA7/SBNO2/GSTO2/ME1/TIE1/KLF6/FGFR3/MAOB/PLA2G10/LNX1/ALDH3A2/SREBF1/CYP2W1/TP63/ACAT1/GRAMD4/ACACB/LAMP3/HOXA9/ADCYAP1R1/PAFAH1B3/PTPRH/SLC4A4/MEF2C/IL12RB2/PGR/C1QTNF3/TRAF5/RPS5/GSTP1/MAPRE3/ERO1B/ACHE/TMPRSS11E/TFAP2C/PIR/PEBP1/ICAM1/TGM1/TBX15/NANS/TSPAN15/SERPIND1/DDT/CYP2D6/MCM5/TSPO/PDGFB/FOXRED2/CTSG/REC8/CD40/MYBL2/NFATC2/PABPC1L/CTSZ/TBL1X/CAB39L/KLF5/TSC22D1/MSLN/NFAT5/ZNF423/CCL22/CCL17/PARD6A/FAH/CEMIP/SCG3/MCM4/DMPK/IL4I1/IL27RA/PLPPR2/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/PCOLCE/IMPDH1/LHX2/TGFBR1/ENG/GLIS3/RNF43/GALK1/GALNT18/TCIRG1/POU2AF1/CORO1C/ATN1/PERP/CCND3/GMDS/TTK/NUDT12/GHR/EHHADH/KNG1/ZBTB47/GPD2/PECR/CHST10/ID2/PLCL1/MYCL/ST6GALNAC5/APOA1/TTR/BSPRY/NPC2/RASL11A/XPNPEP2/NR4A1/LRP1/NDP/UNC5CL/BMP4/ALKBH7/FOSB/TGM3/ASL/IFI6/PKMYT1/CASD1/SRD5A3/HOXD11/IVD/E2F8/AJUBA/RPS4Y1/CBFA2T3/GADD45G/DPP6/ACE2/SH3BP5/NAPSA/TOP2A/RARA/PPP1R1B/KHDRBS3/FMO5/PIAS3/DCLK1/SFTPD/HAVCR2/OASL/NKX2-1/ABHD17C/ALPK3/RPLP1/UACA/GLIPR1/ZNF750/PMAIP1/P3H4/DUSP10/NKD2/IGFBP3/NFIB/SCGB1A1/GLYAT/ARID5B/HNMT/PDCD4/ADRA2A/VEGFC/PRSS23/PIP4K2A/FOXO1/AKR1C2/RNF144A/ADAM17/ACSL1/PTPRK/PLOD2/STK32B/BANK1/DAB2/ACMSD/BMP6/PID1/CHST9/ANGPT1/PRKCA/ENPP3/FZD7/SLA/NMNAT2/RHBDL2/AUTS2/CDC25C/TSPAN33/NPM2/RUNX1/CBR1/CHAF1B/SIM2/ATP13A2/ZDHHC12/S100A1/ZBTB7B/SHC1/IL6R/CCR5/PTH1R/CYGB/ITGA5/IP6K3/BCL6B/DIRAS3/GFI1/EN1/MSX1/CDS1/PTPN13/ALB/ADAMTS9/PPM1K/TIPARP/APBB2/BDH2/STK17A/CDCA7L/ZNF704/NSMF/ZNF219/SALL2/LARGE2/APBB1/USP54/GLYATL1/CHP2/NAB2/TSC22D4/SMAD3/TEF/PBX3/GPD1/CYP2S1/AXL/ENTPD3/BMP1/FEN1/ADRB2/B3GALNT1/STK32A/DCXR/LDB2/IRX1/IRX2/SIX2/FOXA3/FUT3/ZNF692/CDC42BPG/KNDC1/RRM2/RPS21/PRNP/SUCLG2/RCAN2/ARNT2/SYNPO2/NDNF/INSM1/PPP1R14B/PTPRM/FKBP2/VEGFB/MST1/HOXB2/CTSF/MSRB3/TNK1/NRIP3/LPL/CLCF1/CCDC85B/SLCO3A1/B3GNT5/RNF152/POLR2L/MYOZ1/RPP25/ZHX2/APOBEC3B/PIPOX/CITED4/B3GNT3/MRPL14/MRPL41/RGMA/UBE2E2/LCK/TCEAL7/ABAT/ADRA2C/DUSP8/SOCS3/CDCA2/APOBR/PDE6G/NR2F2/P4HB/BCL9L/KRT10/MAGI2/KCNJ11/AGMO/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/ALG1L/GSPT2/EPHB4/SULT1A1/CACNA1H/SRC/ACSL5/SERPINA1/TPSB2/KANK2/SERPINB2/RPS26/OCLN/TEAD4/STK39/EIF1AY/PNP/SUCNR1/TOX/CES1/CD3E/SREBF2/RASGEF1A/SPRR2E/DDO/PLPP4/FOXO6/NEU4/CARD16/POU5F1/DDR1/TRIM15/SERPINB5/SNORD60/SNORD101/MIR590/MIR23A/GSTM2/NEURL1B/UBE2QL1/SNORA11/APOL6/FADS3/ELFN1/TNF/NFAM1/ZNF737/SCARNA7/HOGA1/DECR2/ETV5/GBA3/CHCHD10/HOXA10/HP/NHLRC4/ZBED6/HOXB7/IKBKE/TXNIP/FXYD1/CD24/EPOP/ACACA"
"GO:0044281","GO:0044281","small molecule metabolic process",107,"107/901","GCLC/CYP26B1/NOS2/IDS/CYP24A1/GCLM/VCAN/MSMO1/ATP2B4/TBXAS1/MPC1/GSTO2/ME1/MTHFD2/PLA2G10/ALDH3A2/SREBF1/CYP2W1/ACAT1/ACACB/ADCYAP1R1/MOXD1/SLC4A4/C1QTNF3/OXCT1/GSTP1/NANS/CYP2D6/PDGFB/ACP5/FAH/CEMIP/IL4I1/CAV1/IMPDH1/PRUNE2/GALK1/GMDS/NUDT12/GHR/EHHADH/GPD2/PECR/APOA1/TTR/NPC2/ALKBH7/ASL/SRD5A3/IVD/CBFA2T3/FMO5/PMAIP1/IGFBP3/GLYAT/HNMT/FOXO1/AKR1C2/ACSL1/PLOD2/ACMSD/BMP6/PID1/CHST9/ANGPT1/ENPP3/NMNAT2/AHCYL2/CBR1/CBR3/PTH1R/CYGB/IP6K3/GFI1/PPM1K/BDH2/GLYATL1/GPD1/CYP2S1/ENTPD3/DCXR/RRM2/SUCLG2/NDNF/MST1/LPL/APOBEC3B/PIPOX/B3GNT3/ABAT/APOBR/KCNJ11/AGMO/SULT1A1/CACNA1H/SRC/ACSL5/PNP/CES1/SREBF2/DDO/GSTM2/FADS3/TNF/HOGA1/DECR2/ACACA"
"GO:0045730","GO:0045730","respiratory burst",4,"4/901","SLC11A1/LBP/DUSP10/CD24"
"GO:0046034","GO:0046034","ATP metabolic process",8,"8/901","SLC4A4/TSPO/GALK1/CBFA2T3/PID1/ENPP3/GPD1/CHCHD10"
"GO:0051189","GO:0051189","prosthetic group metabolic process",0,"0/901",""
"GO:0055114","GO:0055114","oxidation-reduction process",57,"57/901","CYP26B1/NOS2/FMO3/CYP24A1/MSMO1/TBXAS1/GSTO2/ME1/MTHFD2/MAOB/ALDH3A2/CYP2W1/ACAT1/ACACB/MOXD1/ERO1B/PIR/CYP2D6/FOXRED2/IL4I1/IMPDH1/EHHADH/TP53I3/GPD2/PECR/APOA1/ALKBH7/SRD5A3/IVD/CBFA2T3/AOC3/FMO5/AKR1C2/PLOD2/PID1/PDIA4/FRRS1/CBR1/CBR3/CYGB/BDH2/STEAP1/GPD1/CYP2S1/FTH1/DCXR/RRM2/SUCLG2/MSRB3/PIPOX/PDIA2/P4HB/AGMO/DDO/TSTD1/FADS3/DECR2"
"GO:0070085","GO:0070085","glycosylation",11,"11/901","NANS/GALNT18/ST6GALNAC5/SRD5A3/LARGE2/B3GALNT1/FUT3/VEGFB/B3GNT5/B3GNT3/ALG1L"
"GO:0070988","GO:0070988","demethylation",4,"4/901","JARID2/CYP2D6/APOBEC3B/TOX"
"GO:0071704","GO:0071704","organic substance metabolic process",455,"455/901","GCLC/LAP3/CYP26B1/CASP10/DLX6/NOS2/TEAD3/SELE/MYLIP/JARID2/MAPK8IP2/TENM1/ETV7/HHATL/IDS/CNTN1/SLC11A1/CYP24A1/NLRP2/GCLM/BTN3A1/ARNTL2/BAK1/RNF19A/TIMP2/USP2/FLT4/VCAN/CELF2/LTBP1/RCN1/MSMO1/NRIP2/KCNQ1/OPN3/PRDM1/ATP2B4/TBXAS1/CREB3L3/PTPRU/COL11A1/MPC1/ABCA7/SBNO2/CALCRL/GSTO2/ME1/MTHFD2/TIE1/KLF6/FGFR3/MAOB/PLA2G10/LNX1/ALDH3A2/SREBF1/CYP2W1/TP63/ACAT1/GRAMD4/ACACB/LAMP3/HOXA9/ADCYAP1R1/PAFAH1B3/MOXD1/PTPRH/SLC4A4/MEF2C/IL12RB2/PGR/C1QTNF3/TRAF5/OXCT1/RPS5/GSTP1/MAPRE3/ERO1B/ACHE/TMPRSS11E/TFAP2C/PIR/PEBP1/ICAM1/TGM1/TBX15/NANS/TSPAN15/SERPIND1/DDT/CYP2D6/MCM5/TSPO/PDGFB/FOXRED2/CTSG/REC8/CD40/MYBL2/NFATC2/PABPC1L/CTSZ/MYOM1/TBL1X/CAB39L/KLF5/ACP5/TSC22D1/MSLN/NFAT5/ZNF423/CCL22/CCL17/PARD6A/CD276/FAH/CEMIP/SCG3/MCM4/DMPK/IL4I1/IL27RA/PLPPR2/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/PCOLCE/IMPDH1/LHX2/PRUNE2/TGFBR1/ENG/GLIS3/RNF43/GALK1/GALNT18/TCIRG1/POU2AF1/CORO1C/ATN1/PERP/CCND3/GMDS/TTK/NUDT12/GHR/EHHADH/KNG1/ZBTB47/GPD2/PECR/CHST10/ID2/PLCL1/MYCL/ST6GALNAC5/APOA1/TTR/BSPRY/NPC2/HSPH1/RASL11A/XPNPEP2/SASH3/NR4A1/LRP1/NDP/UNC5CL/BMP4/ALKBH7/FOSB/TGM3/ASL/IFI6/PKMYT1/CASD1/SRD5A3/HOXD11/IVD/E2F8/AJUBA/RPS4Y1/LBP/CBFA2T3/GADD45G/DPP6/ACE2/SH3BP5/NAPSA/AOC3/TOP2A/RARA/PPP1R1B/KHDRBS3/FMO5/PIAS3/DCLK1/SFTPD/HAVCR2/OASL/NKX2-1/ABHD17C/ALPK3/RPLP1/UACA/GLIPR1/ZNF750/PMAIP1/P3H4/DUSP10/NKD2/SLC22A3/IGFBP3/NFIB/SCGB1A1/GLYAT/ARID5B/HNMT/PDCD4/ADRA2A/VEGFC/PRSS23/PIP4K2A/FOXO1/AKR1C2/RNF144A/ADAM17/ACSL1/PTPRK/PLOD2/STK32B/BANK1/DAB2/ACMSD/BMP6/PLA2R1/PID1/CHST9/ANGPT1/PRKCA/ENPP3/FZD7/SLA/NMNAT2/RHBDL2/AUTS2/CDC25C/TSPAN33/AHCYL2/NPM2/RUNX1/CBR1/CBR3/CHAF1B/SIM2/PTMS/ATP13A2/ZDHHC12/S100A1/ZBTB7B/SHC1/IL6R/CCR5/PTH1R/CYGB/ITGA5/IP6K3/BCL6B/DIRAS3/GFI1/EN1/MSX1/CDS1/PTPN13/ALB/ADAMTS9/PPM1K/TIPARP/APBB2/BDH2/STK17A/SLC29A4/CDCA7L/ZNF704/SVEP1/NSMF/ZNF219/BTNL9/SALL2/LARGE2/APBB1/USP54/GLYATL1/CHP2/NAB2/TSC22D4/SMAD3/TEF/PBX3/GPD1/CYP2S1/AXL/ENTPD3/LTBP3/CCDC88B/BMP1/FEN1/ADRB2/B3GALNT1/STK32A/DCXR/LDB2/IRX1/IRX2/SIX2/FOXA3/FUT3/ZNF692/CDC42BPG/KNDC1/RRM2/RPS21/C3AR1/PRNP/SUCLG2/RCAN2/IL16/ARNT2/SYNPO2/IL17D/NDNF/INSM1/PPP1R14B/PTPRM/FKBP2/VEGFB/MST1/HOXB2/NRROS/CD34/CTSF/MSRB3/TNK1/NRIP3/LPL/CLCF1/CCDC85B/SLCO3A1/B3GNT5/RNF152/POLR2L/MYOZ1/RPP25/ZHX2/APOBEC3B/PIPOX/CITED4/B3GNT3/SCRIB/MRPL14/MRPL41/RGMA/UBE2E2/LCK/TCEAL7/CADM1/ABAT/ADRA2C/DUSP8/SOCS3/CDCA2/APOBR/PDE6G/NR2F2/P4HB/BCL9L/KRT10/MAGI2/KCNJ11/AGMO/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/ALG1L/GSPT2/EPHB4/SULT1A1/CACNA1H/SRC/ACSL5/SERPINA1/TPSB2/KANK2/SERPINB2/RPS26/OCLN/MYO1C/TEAD4/ARC/STK39/EIF1AY/SCAMP5/PNP/SUCNR1/TOX/CES1/CD3E/SREBF2/RASGEF1A/SPRR2E/DDO/PLPP4/FOXO6/NEU4/CARD16/POU5F1/DDR1/TRIM15/SERPINB5/SNORD60/SNORD101/MIR621/MIR590/MIR23A/GSTM2/NEURL1B/UBE2QL1/SNORA11/APOL6/FADS3/ELFN1/TNF/NFAM1/ZNF737/SCARNA7/HOGA1/DECR2/ETV5/GBA3/CHCHD10/HOXA10/HP/NHLRC4/ZBED6/HOXB7/IKBKE/TXNIP/FXYD1/CD24/EPOP/ACACA"
"GO:1901049","GO:1901049","atropine metabolic process",0,"0/901",""
"GO:1901275","GO:1901275","tartrate metabolic process",0,"0/901",""
"GO:1901286","GO:1901286","iron-sulfur-molybdenum cofactor metabolic process",0,"0/901",""
"GO:1901902","GO:1901902","tyrocidine metabolic process",0,"0/901",""
"GO:1902421","GO:1902421","hydrogen metabolic process",0,"0/901",""
"GO:1990845","GO:1990845","adaptive thermogenesis",10,"10/901","ACHE/ZNF423/CAV1/LAMA4/PLCL1/GADD45G/ADAM17/ACSL1/ZBTB7B/ADRB2"
"GO:0043610","GO:0043610","regulation of carbohydrate utilization",0,"0/901",""
"GO:0000075","GO:0000075","cell cycle checkpoint",4,"4/901","TTK/E2F8/TOP2A/CDC25C"
"GO:0000920","GO:0000920","septum digestion after cytokinesis",0,"0/901",""
"GO:0001775","GO:0001775","cell activation",101,"101/901","GCLC/CYP26B1/SLC11A1/GCLM/BTN3A1/BAK1/TIMP2/PRDM1/GNA15/SBNO2/KLF6/PLA2G10/TPD52/PAG1/HOXA9/MEF2C/GSTP1/FTL/ICAM1/EFNB1/UNC13D/PDGFB/CTSG/CD40/NFATC2/CTSZ/KLF5/OLFM4/CD276/RETN/IL27RA/JAK3/CAV1/IMPDH1/TGFBR1/TCIRG1/POU2AF1/CCND3/ITGA4/ID2/TTR/NPC2/HSPH1/SASH3/LRP1/BMP4/LBP/RARA/SFTPD/HAVCR2/GLIPR1/DUSP10/SCGB1A1/ADRA2A/ADAM17/BANK1/PRKCA/ENPP3/FZD7/RUNX1/JAML/CD3G/ZBTB7B/CYGB/SMAD3/AXL/FTH1/CCDC88B/C3AR1/PRNP/C1QA/CLCF1/SCRIB/LCK/ABAT/ADRA2C/CD300LF/PLA2G2A/PLSCR1/SRC/SERPINA1/PNP/SUCNR1/TOX/CD3E/MICB/HLA-H/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/IGLC6/IGHV4-31/TNF/NFAM1/PLEKHO2/HP/MILR1/CD24"
"GO:0001906","GO:0001906","cell killing",9,"9/901","CFH/NOS2/PVR/ICAM1/UNC13D/CTSG/HAVCR2/CADM1/HLA-H"
"GO:0006276","GO:0006276","plasmid maintenance",0,"0/901",""
"GO:0006457","GO:0006457","protein folding",5,"5/901","ERO1B/HSPH1/PDIA4/PDIA2/P4HB"
"GO:0006903","GO:0006903","vesicle targeting",3,"3/901","CTSZ/SCRIB/SERPINA1"
