"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","54/1144","490/18866",1.56040261316663e-05,0.00188198833471604,0.00142735511896161,"ANXA2/TNFRSF1B/FPR1/VAMP8/LPCAT1/FCER1G/PNP/SERPINB3/CD44/CDA/CRISP3/CD55/PKP1/IQGAP2/MGST1/PYGL/AGPAT2/S100A7/TRPM2/TTR/PIGR/PKM/DSP/PRKCD/RAB31/NME2/RAB3A/CTSB/PTPRC/LCN2/GSN/STOM/S100P/OSCAR/HSPA1B/HSPA1A/CTSC/GSDMD/TUBB/LGALS3/SLPI/TNFAIP6/HK3/FRK/NEU1/RNASET2/HSPA8/BST2/SLCO4C1/CXCL1/S100A8/CLEC12A/CD63/NAPRT",54
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","32/1144","236/18866",1.63954518191746e-05,0.00188198833471604,0.00142735511896161,"CYFIP2/S1PR1/TIAM1/NRP2/FGFR2/PLXNA1/FLRT3/ZEB2/RDH10/TBX2/SEMA6D/OLFM1/APOE/SIX4/LRP1/SPP1/NDN/CXCL12/KIF26B/EPHA7/SFRP1/NLGN3/WNT5A/SEMA3C/WNT7B/SEMA3A/APP/SEMA4G/MAG/SH3GL2/AURKA/WASF1",32
"GO:0003007","GO:0003007","heart morphogenesis","34/1144","258/18866",1.66668701233503e-05,0.00188198833471604,0.00142735511896161,"IFT57/HEYL/PKD2/GATA3/ACVRL1/S1PR1/BMP2/TBX3/NRP2/RARA/FGFR2/HIF1A/SOX17/LRP2/MEF2C/INSR/OVOL2/STIL/DSP/TBX2/OLFM1/PARVA/FOXC1/RYR1/HAS2/WNT5A/HES1/PKP2/SEMA3C/COL5A1/LEFTY1/TEAD2/DLC1/GATA4",34
"GO:0001678","GO:0001678","cellular glucose homeostasis","24/1144","153/18866",1.67073453388551e-05,0.00188198833471604,0.00142735511896161,"SRI/GPER1/KLF15/TIAM1/VSNL1/HIF1A/SLC39A14/HKDC1/PIK3R1/AGER/NME2/GRIK5/LRP1/FOXA2/HK3/IRS2/MLXIPL/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",24
"GO:0062197","GO:0062197","cellular response to chemical stress","43/1144","360/18866",1.67194124851655e-05,0.00188198833471604,0.00142735511896161,"BNIP3/GPX3/SIGMAR1/PKD2/SOD2/SPHK1/ARHGEF2/BDKRB2/DHRS2/SLC7A11/ZC3H12A/MGST1/HIF1A/TP53INP1/TRPM2/FAS/PRKCD/NME2/TNFAIP3/PPARG/NET1/RCSD1/MGAT3/ERRFI1/KLF4/LCN2/ECT2/NCOA7/PDGFD/GPX2/HSPA1B/HSPA1A/DNMT3B/CDK2/MBIP/ROMO1/CYP1B1/GSR/ABCD1/TLR4/RNF112/PPARGC1A/GATA4",43
"GO:0030099","GO:0030099","myeloid cell differentiation","49/1144","431/18866",1.69249524017841e-05,0.00188198833471604,0.00142735511896161,"ANXA2/CDK6/DMTN/GATA3/FCER1G/CEBPB/CCR1/INHA/DHRS2/RB1/LBR/FBN1/RARA/HIF1A/MEF2C/CDKN2B/PIK3R1/NFE2/FAM210B/ZFP36/LIF/P4HTM/ZBTB16/NME2/PPARG/TREM2/IL11/BATF/TMEM64/OSCAR/HSPA1B/HSPA1A/C1QC/SFRP1/CA2/PIAS3/LGALS3/TESC/APP/HDAC1/KAT2B/TLR4/JAK3/ITPKB/MEIS2/PIR/SPI1/CLDN18/CD109",49
"GO:0003151","GO:0003151","outflow tract morphogenesis","16/1144","80/18866",2.0425232488746e-05,0.00222752872007074,0.00168942307589102,"HEYL/TBX3/NRP2/RARA/FGFR2/HIF1A/SOX17/LRP2/MEF2C/TBX2/PARVA/FOXC1/RYR1/WNT5A/HES1/SEMA3C",16
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","40/1144","329/18866",2.16394645707653e-05,0.00227928968213761,0.0017286801067693,"DLG5/GATA3/PNP/CEBPB/HHLA2/CD83/DPP4/CD44/SIRPG/CD55/ARG2/ZC3H12A/SFTPD/IGF2/DTX1/RARA/RHOH/PIK3R1/VSIR/AGER/ZBTB16/VAV1/PDCD1LG2/HAVCR2/FUT4/PTPRC/KLF4/CD86/RIPOR2/HAS2/CXCL12/ERBB2/LGALS3/HSPH1/HES1/JAK3/ITPKB/SOX13/TESPA1/ASS1",40
"GO:0034284","GO:0034284","response to monosaccharide","29/1144","207/18866",2.17036929704516e-05,0.00227928968213761,0.0017286801067693,"PFKFB2/SRI/NAMPT/GPER1/APOA2/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/VAMP2/EGR1/NME2/GRIK5/NR0B2/LRP1/TXNIP/FOXA2/COL6A2/IRS2/MLXIPL/KHK/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",29
"GO:0009749","GO:0009749","response to glucose","28/1144","197/18866",2.28778000534069e-05,0.00235890916550673,0.00178906585680805,"PFKFB2/SRI/GPER1/APOA2/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/VAMP2/EGR1/NME2/GRIK5/NR0B2/LRP1/TXNIP/FOXA2/COL6A2/IRS2/MLXIPL/KHK/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",28
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","34/1144","263/18866",2.49863498860985e-05,0.00253031411078687,0.00191906439162779,"CDK6/CEBPB/CCR1/INHA/RB1/FBN1/RARA/HIF1A/MEF2C/PIK3R1/NFE2/FAM210B/ZFP36/LIF/P4HTM/ZBTB16/NME2/TREM2/TMEM64/HSPA1B/HSPA1A/C1QC/SFRP1/CA2/PIAS3/LGALS3/TESC/HDAC1/KAT2B/TLR4/ITPKB/MEIS2/SPI1/CLDN18",34
"GO:0048863","GO:0048863","stem cell differentiation","34/1144","264/18866",2.70481496533808e-05,0.00269105362604075,0.00204097395168447,"CDK6/GATA3/ASCL1/NRP2/FRZB/FGFR2/HIF1A/SOX17/MEF2C/OVOL2/RBM24/HOXB4/LIF/EPOP/ZEB2/RDH10/TBX2/SEMA6D/FOXC1/BATF/PTPRC/ERBB4/SFRP1/JARID2/BCHE/HES1/SEMA3C/SEMA3A/SEMA4G/LAMA5/TEAD2/A2M/GATA4/PSMB8",34
"GO:0045926","GO:0045926","negative regulation of growth","33/1144","254/18866",2.95480195957995e-05,0.00288908308840998,0.00219116530069758,"ENO1/ENPP1/ACVRL1/CDA/RB1/CDKN2A/FRZB/HIF1A/SOX17/HYAL1/SCGB3A1/SOCS2/GNG4/SEMA6D/GDF15/LGMN/PPARG/SPP1/DCBLD2/CDHR2/HSPA1B/HSPA1A/EPHA7/SFRP1/JARID2/WNT5A/SEMA3C/SEMA3A/FGFR3/BST2/SEMA4G/SMARCA2/MAG",33
"GO:0030308","GO:0030308","negative regulation of cell growth","27/1144","190/18866",3.19154951695559e-05,0.00301909472268637,0.0022897699351078,"ENO1/ENPP1/ACVRL1/CDA/RB1/CDKN2A/FRZB/SOX17/HYAL1/SCGB3A1/GNG4/SEMA6D/PPARG/SPP1/DCBLD2/CDHR2/HSPA1B/HSPA1A/EPHA7/SFRP1/WNT5A/SEMA3C/SEMA3A/BST2/SEMA4G/SMARCA2/MAG",27
"GO:0009743","GO:0009743","response to carbohydrate","31/1144","233/18866",3.21139680828977e-05,0.00301909472268637,0.0022897699351078,"CDT1/PFKFB2/SRI/NAMPT/GPER1/APOA2/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/VAMP2/CLEC7A/EGR1/NME2/GRIK5/NR0B2/LRP1/TXNIP/FOXA2/COL6A2/IRS2/MLXIPL/KHK/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",31
"GO:0048708","GO:0048708","astrocyte differentiation","16/1144","83/18866",3.30008219694588e-05,0.00301909472268637,0.0022897699351078,"CDK6/BMP2/IFNGR1/LIF/AGER/LRP1/TREM2/BIN1/HES1/APP/TLR4/MAG/S100A8/ID4/PLP1/VIM",16
"GO:0048880","GO:0048880","sensory system development","45/1144","394/18866",3.30072073367228e-05,0.00301909472268637,0.0022897699351078,"MFAP5/LPCAT1/GATA3/OSR2/ACVRL1/ACTL6A/STRA6/TGIF2/SLC7A11/THRB/FBN1/MFSD2A/RARA/TSKU/SIPA1L3/HIF1A/NTRK2/SLC25A25/OBSL1/MAF/CLIC4/ZEB2/SKIL/RDH10/TBX2/WNT9A/RRM1/BCAR3/SPRED1/FOXC1/VAX2/KLF4/SLC39A5/WNT5A/SLITRK6/WNT7B/SEMA3A/CYP1B1/HDAC1/COL5A1/SERPINF1/SLC44A4/MEIS2/CDK4/VIM",45
"GO:0048608","GO:0048608","reproductive structure development","49/1144","443/18866",3.47269356249464e-05,0.00312597542744557,0.00237083139454521,"TCF7/TCF21/PKD2/GATA3/CEBPB/PCYT1B/STRA6/INHA/ITGB8/BSG/IGF2/TBX3/RARA/MGST1/FGFR2/HIF1A/LRP2/INSR/OVOL2/HTRA1/LIF/DHCR24/RDH10/RRM1/SPINT1/FOXC1/NUPR1/SIX4/PPARG/SPP1/VGF/CTSB/SOCS3/HOXB13/SFRP1/HS6ST1/WNT5A/HES1/ETNK2/WNT7B/SEMA3A/CITED1/GJB1/ADAM19/SERPINF1/PTPRN/HOXA10/ID4/GATA4",49
"GO:0070997","GO:0070997","neuron death","42/1144","360/18866",3.64774740635425e-05,0.00315990716876106,0.00239656622178539,"BNIP3/TNFRSF1B/SIGMAR1/SOD2/UNC5B/NAMPT/GATA3/CHGA/CEBPB/ASCL1/SLC7A11/THRB/RB1/GABRB3/HIF1A/MEF2C/NTRK2/FAS/DHCR24/EGR1/SLC25A27/APOE/NUPR1/GRIK5/CAPN2/LGMN/SIX4/LRP1/CLU/NCOA7/EPHA7/WNT5A/CITED1/EN1/APP/SERPINF1/TLR4/MAG/RRAS2/PPARGC1A/CX3CR1/STXBP1",42
"GO:0050931","GO:0050931","pigment cell differentiation","10/1144","36/18866",3.8500792216203e-05,0.00315990716876106,0.00239656622178539,"ENPP1/MEF2C/RAB38/ZEB2/TYRP1/CITED1/OR51E2/MREG/CD63/RAB32",10
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","16/1144","84/18866",3.85016967810955e-05,0.00315990716876106,0.00239656622178539,"PFKFB2/GPER1/IGF2/HIF1A/SLC45A3/INSR/SORBS1/HAS2/IRS2/MLXIPL/SLC4A4/P2RX7/APP/KAT2B/PPARGC1A/PFKFB4",16
"GO:0006590","GO:0006590","thyroid hormone generation","8/1144","23/18866",3.85214245991293e-05,0.00315990716876106,0.00239656622178539,"GATA3/DIO1/DUOX1/HPN/DIO2/CTSB/IYD/DUOXA1",8
"GO:0031639","GO:0031639","plasminogen activation","8/1144","23/18866",3.85214245991293e-05,0.00315990716876106,0.00239656622178539,"ENO1/MELTF/CLEC3B/PLAT/PGK1/HPN/DHCR24/CPB2",8
"GO:0050808","GO:0050808","synapse organization","48/1144","433/18866",3.93398118365231e-05,0.00315990716876106,0.00239656622178539,"DNER/NRXN2/SRPX2/DLG5/SPOCK2/PCDH17/LZTS3/NDRG1/TIAM1/SLC7A11/CACNB3/GABRB3/NRP2/MEF2C/NTRK2/INSR/FLRT3/OBSL1/LRFN1/APOE/RAB3A/LGMN/SIX4/SPTBN2/TREM2/ERBB4/COL4A5/ERBB2/C1QC/EPHA7/TUBB/NLGN3/YWHAZ/WNT5A/ABHD17C/SLITRK6/AGRN/WNT7B/HSPA8/ITPKA/APP/ZDHHC2/ADGRF1/LRRN1/WASF1/CX3CR1/PTPRD/DOK7",48
"GO:0050867","GO:0050867","positive regulation of cell activation","47/1144","421/18866",3.95860207266203e-05,0.00315990716876106,0.00239656622178539,"DMTN/VAMP8/GATA3/FCER1G/PNP/HHLA2/CD83/DPP4/SIRPG/CD55/IGF2/RARA/MEF2C/IGHV3-43/RHOH/PIK3R1/VSIR/AGER/ZBTB16/IGKC/CLEC7A/VAV1/PDCD1LG2/HAVCR2/F11R/TREM2/PTPRC/CD86/IGHV1-69D/NECTIN2/CTSC/IRS2/WNT5A/HSPH1/HES1/IGHV3-66/IGHV1-69/IGHV3-73/VAV3/MAD2L2/TLR4/JAK3/ITPKB/SOX13/IGHV2-70D/TESPA1/STXBP1",47
"GO:0090596","GO:0090596","sensory organ morphogenesis","34/1144","269/18866",3.98791514453659e-05,0.00315990716876106,0.00239656622178539,"MFAP5/GATA3/OSR2/STRA6/TPRN/THRB/FBN1/MFSD2A/TSKU/FRZB/FGFR2/HIF1A/NTRK2/OBSL1/DLX5/HPN/TBX2/WNT9A/BCAR3/SIX4/ATP6V1B1/VAX2/PRRX1/FZD6/CTHRC1/RIPOR2/WNT5A/SLITRK6/HDAC1/COL5A1/SLC44A4/WHRN/TTC39C/HOXC13",34
"GO:0061041","GO:0061041","regulation of wound healing","23/1144","151/18866",4.01187297038963e-05,0.00315990716876106,0.00239656622178539,"PROS1/ANXA2/DMTN/FCER1G/CADM4/DUOX1/PLAT/AGER/CLEC7A/SYTL4/PRKCD/APOE/RAB3A/F11R/TNFAIP3/SERPINB2/FOXA2/C1QTNF1/CPB2/TLR4/KANK1/CD109/F7",23
"GO:0042110","GO:0042110","T cell activation","52/1144","483/18866",4.17943927511615e-05,0.00324679453824434,0.00246246414969353,"TNFRSF1B/CDK6/TCF7/DLG5/GATA3/BTN3A1/FCER1G/PNP/CEBPB/HHLA2/CD83/DPP4/CD44/SIRPG/CD55/ARG2/ZC3H12A/SFTPD/IGF2/DTX1/RARA/CD8A/LEPR/RHOH/PIK3R1/RAC2/VSIR/AGER/ZBTB16/CLEC7A/CD8B/EGR1/VAV1/PDCD1LG2/HAVCR2/BATF/ELF4/PTPRC/CD86/GSN/RIPOR2/SPINK5/ERBB2/LGALS3/HSPH1/HES1/CD3D/P2RX7/JAK3/ITPKB/SOX13/TESPA1",52
"GO:0061458","GO:0061458","reproductive system development","49/1144","447/18866",4.37314519460567e-05,0.00335136572954172,0.00254177400642372,"TCF7/TCF21/PKD2/GATA3/CEBPB/PCYT1B/STRA6/INHA/ITGB8/BSG/IGF2/TBX3/RARA/MGST1/FGFR2/HIF1A/LRP2/INSR/OVOL2/HTRA1/LIF/DHCR24/RDH10/RRM1/SPINT1/FOXC1/NUPR1/SIX4/PPARG/SPP1/VGF/CTSB/SOCS3/HOXB13/SFRP1/HS6ST1/WNT5A/HES1/ETNK2/WNT7B/SEMA3A/CITED1/GJB1/ADAM19/SERPINF1/PTPRN/HOXA10/ID4/GATA4",49
"GO:0007009","GO:0007009","plasma membrane organization","19/1144","113/18866",4.67257111209195e-05,0.00353308677022313,0.00267959657038705,"UGCG/NDRG1/ASAP1/BAIAP2L2/FER1L4/SYTL4/PRKCD/RAB3A/DMKN/PTPRC/BIN1/CLU/GSN/PLSCR4/P2RX7/FNBP1L/ABCD1/COL5A1/SH3GL2",19
"GO:0001503","GO:0001503","ossification","46/1144","412/18866",4.75330946559909e-05,0.00354684447097532,0.00269003081391107,"CDK6/ENPP1/CEBPB/FGF18/OSR2/CCR1/S1PR1/BMP2/COL6A1/CLEC3B/IGF2/FGFR2/HIF1A/MEF2C/CHRDL2/DLX5/PKDCC/ZBTB16/RRBP1/FOXC1/SPP1/RYR1/IFITM1/ATP6V1B1/CTHRC1/NOCT/SGMS2/TMEM64/KAZALD1/SFRP1/CHSY1/MMP16/WNT5A/WNT7B/CITED1/FGFR3/P2RX7/IBSP/RRAS2/ID1/TRPM4/CEBPD/ID4/GDF10/SORT1/COMP",46
"GO:0006665","GO:0006665","sphingolipid metabolic process","24/1144","163/18866",4.83140962462846e-05,0.00355830181574909,0.0026987204000317,"PLPP1/CERS6/SPHK1/UGCG/ELOVL4/ITGB8/FUT6/DEGS2/ABCA2/PRKCD/ST6GALNAC4/PLPP2/HACD3/CERK/GAL3ST1/SGMS2/B4GALNT1/GALC/FUT3/NEU1/P2RX7/SPTLC3/SERINC1/GLTP",24
"GO:0006959","GO:0006959","humoral immune response","43/1144","377/18866",5.05850214587099e-05,0.00367779047041466,0.00278934409824951,"PROS1/GATA3/CHGA/C4BPB/MASP2/CD83/DMBT1/CD55/SFTPD/C4BPA/MEF2C/IGHV3-43/S100A7/IGKC/CXCL2/CFB/CXCL14/PI3/TREM2/CXCL13/DEFB1/PTPRC/CLU/LCN2/IGHV1-69D/SPINK5/C1QC/SLPI/IGKV1-5/JCHAIN/ROMO1/IGHV3-66/IGHV1-69/IGHV3-73/PGC/IGKV5-2/CPB2/CXCL1/S100A8/PLA2G1B/IGHV2-70D/C2/A2M",43
"GO:0007411","GO:0007411","axon guidance","35/1144","284/18866",5.23762802673223e-05,0.00375982133412639,0.00285155870982384,"SHC3/UNC5B/SCN1B/NTN4/GATA3/NEO1/BSG/VASP/NRP2/PLXNA1/EFNA3/FLRT3/GRB7/RHOH/CELSR3/PIK3R1/RAC2/DLX5/SEMA6D/LRP1/SPTBN2/VLDLR/NOTCH3/CXCL12/ERBB2/EPHA7/IRS2/WNT5A/EFNA4/SEMA3C/SEMA3A/APP/KIF5C/SEMA4G/LAMA5",35
"GO:0045821","GO:0045821","positive regulation of glycolytic process","8/1144","24/18866",5.47209380988828e-05,0.00385272393528134,0.00292201876575366,"PFKFB2/HIF1A/INSR/MLXIPL/SLC4A4/P2RX7/APP/PFKFB4",8
"GO:0060562","GO:0060562","epithelial tube morphogenesis","39/1144","331/18866",5.50292080334665e-05,0.00385272393528134,0.00292201876575366,"IFT57/DLG5/TCF21/PKD2/KDR/GATA3/ACVRL1/BMP2/VASP/TBX3/RARA/FGFR2/HIF1A/SOX17/LRP2/MEF2C/OVOL2/STIL/NOTCH4/CLIC4/ZEB2/RDH10/TBX2/SPINT1/SIX4/PODXL/FZD6/CTHRC1/KIF26B/EPHA7/SFRP1/WNT5A/HES1/CITED1/LAMA5/LGR5/TEAD2/DLC1/GATA4",39
"GO:0097485","GO:0097485","neuron projection guidance","35/1144","285/18866",5.63121702433448e-05,0.00389446728597571,0.00295367814652512,"SHC3/UNC5B/SCN1B/NTN4/GATA3/NEO1/BSG/VASP/NRP2/PLXNA1/EFNA3/FLRT3/GRB7/RHOH/CELSR3/PIK3R1/RAC2/DLX5/SEMA6D/LRP1/SPTBN2/VLDLR/NOTCH3/CXCL12/ERBB2/EPHA7/IRS2/WNT5A/EFNA4/SEMA3C/SEMA3A/APP/KIF5C/SEMA4G/LAMA5",35
"GO:0044282","GO:0044282","small molecule catabolic process","49/1144","452/18866",5.79816628050131e-05,0.00392299822555259,0.00297531684741536,"PHYH/ENO1/ALDH7A1/AMDHD1/GPT2/PFKFB2/HAAO/PNP/ECHDC2/SDS/CD44/CDA/FUT6/ARG2/MFSD2A/ALDH8A1/SRD5A3/APOBEC3A/TST/PFKP/PGK1/HYAL1/MAT1A/ACAA2/PCBD1/AASS/CNR1/GLDC/TYMP/PKM/APOE/NT5E/PON3/FUT4/CSAD/APOBEC3D/HK3/IRS2/MPST/SDSL/ACOX2/KHK/CRAT/RENBP/ABCD1/SARDH/MCCC2/HGD/DCXR",49
"GO:0032352","GO:0032352","positive regulation of hormone metabolic process","6/1144","13/18866",5.81763053058795e-05,0.00392299822555259,0.00297531684741536,"GATA3/HIF1A/HPN/RDH10/EGR1/PPARGC1A",6
"GO:0050863","GO:0050863","regulation of T cell activation","39/1144","332/18866",5.88000086707759e-05,0.00392299822555259,0.00297531684741536,"TNFRSF1B/TCF7/DLG5/GATA3/PNP/CEBPB/HHLA2/CD83/DPP4/SIRPG/CD55/ARG2/ZC3H12A/SFTPD/IGF2/DTX1/RARA/RHOH/PIK3R1/RAC2/VSIR/AGER/ZBTB16/VAV1/PDCD1LG2/HAVCR2/PTPRC/CD86/GSN/RIPOR2/SPINK5/ERBB2/LGALS3/HSPH1/HES1/JAK3/ITPKB/SOX13/TESPA1",39
"GO:0045576","GO:0045576","mast cell activation","13/1144","61/18866",6.00639484367601e-05,0.00396072850680078,0.00300393259868546,"VAMP8/CHGA/FCER1G/NDRG1/RHOH/CNR1/IL13RA2/RAC2/NECTIN2/CD84/CD300LF/CPLX2/STXBP1",13
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","28/1144","208/18866",6.16798453980853e-05,0.00402053337071887,0.00304929036051514,"TNFRSF1B/IL24/CEBPB/CD55/ZC3H12A/RARA/MEF2C/ZFP36/CXCL2/PDCD1LG2/HAVCR2/CAPN2/TNFAIP3/CXCL13/LCN2/CD86/SASH1/WNT5A/PLSCR4/IRAK2/HAMP/TLR4/CXCL1/PPARGC1A/CX3CR1/CDK4/ASS1/VIM",28
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","45/1144","406/18866",6.81217600197691e-05,0.00437968025354641,0.00332167788396934,"VAMP8/GATA3/FCER1G/PNP/HHLA2/CD83/DPP4/SIRPG/CD55/IGF2/RARA/MEF2C/IGHV3-43/RHOH/PIK3R1/VSIR/AGER/ZBTB16/IGKC/CLEC7A/VAV1/PDCD1LG2/HAVCR2/TREM2/PTPRC/CD86/IGHV1-69D/NECTIN2/CTSC/IRS2/WNT5A/HSPH1/HES1/IGHV3-66/IGHV1-69/IGHV3-73/VAV3/MAD2L2/TLR4/JAK3/ITPKB/SOX13/IGHV2-70D/TESPA1/STXBP1",45
"GO:0006909","GO:0006909","phagocytosis","43/1144","382/18866",6.87341813728849e-05,0.00437968025354641,0.00332167788396934,"SPHK1/CYFIP2/FCER1G/C4BPB/RHOBTB2/APOA2/SIRPG/SFTPD/RARA/C4BPA/LEPR/IGHV3-43/RHOH/PIK3R1/RAC2/CD247/IGKC/CLEC7A/PRKCD/VAV1/RAB31/LRP1/PPARG/TREM2/PTPRC/GSN/IGHV1-69D/IGKV1-5/P2RX7/IGHV3-66/IGHV1-69/IGHV3-73/VAV3/IGKV5-2/TLR4/LYST/ITGB3/IL2RB/IGHV2-70D/C2/CD300LF/SRPX/RAB20",43
"GO:0048732","GO:0048732","gland development","48/1144","443/18866",6.96168843050667e-05,0.00438663723215593,0.00332695426047372,"HNF1A/TCF21/PKD2/NTN4/GATA3/CEBPB/ASCL1/BMP2/STRA6/IGF2/TBX3/RARA/FRZB/FGFR2/GNPNAT1/HIF1A/PLXNA1/INSR/PAM/NOTCH4/HPN/LSR/PKM/SOCS2/TBX2/FOXC1/SIX4/TNFAIP3/ERBB4/HOXB13/SFRP1/IRS2/JARID2/MPST/WNT5A/HES1/SEMA3C/HAMP/WNT7B/SEMA3A/CPB2/LAMA5/SERPINF1/AURKA/ID4/ELF5/ASS1/BAAT",48
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","49/1144","456/18866",7.23106268747176e-05,0.0045063029121596,0.00341771221989701,"ENO1/SQLE/MVD/APOC1/PFKFB2/ENPP1/GPER1/BMP2/IGFBP4/CDA/SLC7A11/IGF2/AVPR1A/MFSD2A/FMO5/BHMT/HIF1A/SLC45A3/LEPR/INSR/CNR1/SCD/RDH10/EGR1/APOE/NUPR1/SC5D/IDI1/PPARG/SORBS1/TREM2/FGFR4/HAS2/FOXA2/IRS2/MLXIPL/SLC4A4/P2RX7/APP/KHK/C1QTNF1/RUBCNL/ABCD1/PDP1/NUP210/KAT2B/PPARGC1A/PFKFB4/PSMB8",49
"GO:0032623","GO:0032623","interleukin-2 production","12/1144","54/18866",7.44804304097689e-05,0.00459107087884565,0.00348200273059858,"GATA3/FCER1G/PNP/CD83/SFTPD/ZFP36/CD247/CLEC7A/HAVCR2/TNFAIP3/PTPRC/CD86",12
"GO:0001654","GO:0001654","eye development","43/1144","384/18866",7.75228096071975e-05,0.00472722422884319,0.00358526542224119,"MFAP5/LPCAT1/GATA3/OSR2/ACVRL1/ACTL6A/STRA6/TGIF2/SLC7A11/THRB/FBN1/MFSD2A/RARA/TSKU/SIPA1L3/HIF1A/NTRK2/SLC25A25/OBSL1/MAF/CLIC4/ZEB2/SKIL/RDH10/TBX2/WNT9A/RRM1/BCAR3/SPRED1/FOXC1/VAX2/KLF4/SLC39A5/WNT5A/SLITRK6/WNT7B/CYP1B1/HDAC1/COL5A1/SERPINF1/MEIS2/CDK4/VIM",43
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","29/1144","222/18866",7.95770585628481e-05,0.00477412675733967,0.00362083767468652,"TNFRSF1B/IL24/CEBPB/CD55/ZC3H12A/RARA/MEF2C/ZFP36/CXCL2/PDCD1LG2/HAVCR2/CAPN2/TNFAIP3/TREM2/CXCL13/LCN2/CD86/SASH1/WNT5A/PLSCR4/IRAK2/HAMP/TLR4/CXCL1/PPARGC1A/CX3CR1/CDK4/ASS1/VIM",29
"GO:0014033","GO:0014033","neural crest cell differentiation","16/1144","89/18866",7.99756730642336e-05,0.00477412675733967,0.00362083767468652,"NRP2/FRZB/HIF1A/MEF2C/OVOL2/ZEB2/RDH10/SEMA6D/FOXC1/ERBB4/SFRP1/HES1/SEMA3C/SEMA3A/SEMA4G/LAMA5",16
"GO:0030278","GO:0030278","regulation of ossification","28/1144","212/18866",8.64807867428365e-05,0.00510867230852735,0.00387456682709682,"CDK6/ENPP1/CEBPB/OSR2/CCR1/S1PR1/BMP2/FGFR2/HIF1A/MEF2C/PKDCC/ZBTB16/IFITM1/CTHRC1/NOCT/SGMS2/TMEM64/SFRP1/CHSY1/WNT5A/WNT7B/CITED1/P2RX7/ID1/TRPM4/CEBPD/GDF10/COMP",28
"GO:0030199","GO:0030199","collagen fibril organization","12/1144","55/18866",9.00657581363032e-05,0.00525253551189713,0.00398367689753254,"ANXA2/RB1/LUM/FOXC1/CHADL/COL12A1/COL5A3/COL14A1/CYP1B1/COL5A1/TNXB/COMP",12
"GO:0071216","GO:0071216","cellular response to biotic stimulus","31/1144","246/18866",9.07685558395201e-05,0.00525253551189713,0.00398367689753254,"TNFRSF1B/IL24/CEBPB/CD55/ZC3H12A/RARA/MEF2C/ZFP36/CLEC7A/CXCL2/PDCD1LG2/HAVCR2/CAPN2/TNFAIP3/TREM2/CXCL13/LCN2/CD86/SASH1/TXNIP/WNT5A/PLSCR4/IRAK2/HAMP/TLR4/CXCL1/PPARGC1A/CX3CR1/CDK4/ASS1/VIM",31
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","32/1144","258/18866",9.54554896178106e-05,0.00541328081622604,0.00410559084819341,"PROS1/ANXA2/PAPLN/SPOCK2/RARRES1/SPINK2/SERPINB3/SERPINB13/CD44/PCSK1N/TIMP1/TNFAIP8/DHCR24/WNT9A/SPINT1/TFPI2/SERPINA4/PI3/KLF4/BIN1/SPINK5/SERPINB2/SLPI/APP/BST2/RENBP/SERPINF1/CSTA/CRIM1/CD109/MAGEA3/A2M",32
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","32/1144","258/18866",9.54554896178106e-05,0.00541328081622604,0.00410559084819341,"SQLE/MVD/SPHK1/GATA3/GPER1/BMP2/SLC7A11/LBR/PNMT/SRD5A3/ACAA2/PCBD1/ABCA2/SCD/ZEB2/MFSD12/DHCR24/SPR/APOE/SC5D/IDI1/FGFR4/TYRP1/WNT5A/ISYNA1/CITED1/ITPKA/ACOX2/HMGCS2/SPTLC3/ITPKB/BAAT",32
"GO:0150063","GO:0150063","visual system development","43/1144","388/18866",9.82331333808514e-05,0.00551564454854265,0.0041832265033263,"MFAP5/LPCAT1/GATA3/OSR2/ACVRL1/ACTL6A/STRA6/TGIF2/SLC7A11/THRB/FBN1/MFSD2A/RARA/TSKU/SIPA1L3/HIF1A/NTRK2/SLC25A25/OBSL1/MAF/CLIC4/ZEB2/SKIL/RDH10/TBX2/WNT9A/RRM1/BCAR3/SPRED1/FOXC1/VAX2/KLF4/SLC39A5/WNT5A/SLITRK6/WNT7B/CYP1B1/HDAC1/COL5A1/SERPINF1/MEIS2/CDK4/VIM",43
