"","ID","Description","Count","GeneRatio","geneID"
"GO:0009058","GO:0009058","biosynthetic process",285,"285/1080","CD200/ITGA8/TP73/XYLT1/JAG1/TGFB1/GSPT2/AHR/HNF4G/LUM/IGF2/HOXD8/GLS/ALDH1A3/IGFBP5/ABHD17C/LIPC/MUC1/PLA2G1B/DCTPP1/FGFR4/GSTT2B/CNP/HOXB3/PPT1/MED13L/AMACR/HLTF/SLC11A1/CHDH/TP53INP2/FOXO6/CDKN2B/NOP53/ALG1L/FABP5/ADCY1/AEBP1/DDR2/PIK3R1/PECR/STAT1/PLEKHA2/NR2F2/EGLN3/SEPHS2/CDO1/FOXO1/TMTC1/PIP4K2A/CCNA1/LPIN3/MUC13/POLR2L/SOX12/SDF2L1/PSAT1/WAS/CD74/ITPKC/HSD17B14/EGR2/SLC1A3/CEACAM1/SAMHD1/TOX3/RPS19/CCL5/PHLDA1/SSBP2/MCM10/ACTN1/ITPKA/RPLP1/LARGE2/P3H4/MGST2/GSTA4/IRF7/INPP5J/CYP2D6/RPL36/SOX15/ORC6/ITM2A/IER2/PIK3R3/QPRT/CST3/HOXB8/CX3CL1/HAVCR2/HOGA1/CDKN2A/ABCA7/DDX39B/STARD10/TRIP13/LMCD1/HGF/WWTR1/SNAI2/CREB3L4/DTL/SLC5A8/WNT11/BARX1/GGT7/IDO1/CHST3/BHMT/PDGFB/HOXA9/ADCYAP1R1/DUOX1/TBX1/NKX2-1/SPR/KLF11/PER3/ABHD6/PNMT/ERBB2/APBB2/ZNF750/PYCARD/E2F1/DECR2/CYTL1/AUTS2/HIPK2/REPIN1/SOX18/MEIS3P1/FZD2/MAGED1/GADD45GIP1/ZBED6/MICAL2/BHMT2/SHC1/BACE2/TONSL/ZBTB7B/FOLH1/SORBS3/CLU/EPCAM/S100A8/PKLR/NFE2L3/NFAM1/ADCY2/FGFR1/TGFB2/ESR1/SDSL/MLF1/GAL3ST1/SDS/HNF1A/KLF2/CD3D/DGKA/TRAM2/HCK/TBL1X/CREBL2/MACC1/GATA4/GRB7/DKK3/B4GALT1/NOX4/NAPRT/AKAP12/ACSS2/NUDT10/CKMT2/INHBA/GGCT/SOX8/BAZ1A/NRIP1/ACTN4/BATF/APOC1/LDLR/FZD7/FOXA1/BBOX1/CDC45/JADE1/ADA2/ACTN2/EDN1/GLI3/CDCA7L/SHH/CDON/SBNO2/OAT/EXT1/RECQL4/TESMIN/ALDH3B2/SLC7A11/FOXA2/MGAT4A/TCF3/SALL1/MAZ/MAMLD1/DUSP1/HELLS/PRRX2/ARHGEF5/ALDH3B1/ACHE/LPCAT2/ETV4/ACSM2A/TSPYL2/CYP4F11/EPAS1/EFEMP1/IL6/SKIL/GALNT11/HMGCR/PRLR/ST8SIA4/GTF2I/RPL36A/HACD1/PGM2/FAR2/EZR/CLSPN/ZDHHC9/DBP/WDHD1/PLA2G4C/BCAT2/TFRC/ALDH3A2/SIX2/ZFP36L1/PMEL/CDA/SLC45A3/MTCO2P12/LHX2/GPER1/HEY1/CRYM/RBBP8/LIPG/SMAD7/ACACA/MTURN/GNL3L/YBX2/DLX6/ASCL1/MRPL12/MT3/ORC1/NR0B2/CHSY1/CHCHD10/MYRF/SPDEF/ADGRB1/C3/IL18/NOCT/SHMT2/SATB1/SLC2A1/SIAH2/BGN/PTH1R/TCEA3/NTHL1"
"GO:0009892","GO:0009892","negative regulation of metabolic process",168,"168/1080","IKBKE/CTSA/TRIB2/CD200/SNTA1/TGFB1/GSPT2/CD96/AHR/IGF2/GZMA/HOXD8/VTN/IGFBP5/SPRED1/MUC1/SLAMF8/HOXB3/ARRDC3/PTPRB/SH3BP5/SLC11A1/SERPINB5/FOXO6/CDKN2B/NOP53/AEBP1/STAT1/A2M/NR2F2/FOXO1/HEG1/POLR2L/DPEP1/LILRB2/PRR7/CST7/CEACAM1/HP/SERPINA11/RPS19/C1QL4/RPLP1/SERPINB4/IRF7/INPP5J/CYP2D6/TIMP3/RPL36/GAS1/SOX15/LAMP3/LXN/ITM2A/CST3/HOMER2/HOXB8/CX3CL1/HAVCR2/CDKN2A/ABCA7/LMCD1/HGF/WWTR1/SNAI2/WNT11/SRGN/IDO1/PDGFB/FBLN1/SH2B3/TBX1/NKX2-1/KLF11/PER3/ABHD6/CD24/PYCARD/WFDC2/E2F1/NRBP2/HIPK2/MEG3/SOX18/MAGED1/BST2/DEPTOR/ZBED6/NTRK2/SHC1/PPP1R35/BACE2/ZBTB7B/CRIM1/MAPT/SORBS3/CLU/NFE2L3/FGFR1/TGFB2/ESR1/DUSP6/KLF2/CCL3/HMG20B/PPP1R16B/SERPINA1/TBL1X/SLC9A3R1/GPNMB/GATA4/GRB7/LMO3/DKK3/CDKN2C/INHBA/SOX8/SRCIN1/NRIP1/APOC1/LDLR/FOXA1/CDC45/EDN1/SPON1/GLI3/SHH/SBNO2/FOXA2/TCF3/SALL1/DUSP1/HELLS/HAP1/TSPYL2/IL6/SKIL/HMGCR/NPR3/RPL36A/RASD2/TIPARP/CCR1/EZR/SPRY4/SIX2/ZFP36L1/CDA/LHX2/GPER1/DUSP10/HEY1/CRYM/RBBP8/SMAD7/GNL3L/ASCL1/MT3/NR0B2/AQP1/SPDEF/ADGRB1/C3/UBA7/NOCT/SHMT2/SATB1/SIAH2"
"GO:0009893","GO:0009893","positive regulation of metabolic process",235,"235/1080","CCL26/TRIB2/CD200/ITGA8/TP73/JAG1/VLDLR/TGFB1/CXCL17/AHR/S100A7/HNF4G/LUM/PLK2/IGF2/HOXD8/VTN/CCL11/UACA/PMAIP1/MUC1/PLA2G1B/FGFR4/HOXB3/ADAM19/ARRDC3/THBS4/HLTF/SLC11A1/MARCO/TP53INP2/FOXO6/CDKN2B/NOP53/EFNA3/FABP5/ADCY1/DDR2/PIK3R1/GPRC5B/FN1/TNFAIP8L3/STAT1/NR2F2/EGLN3/FOXO1/PIP4K2A/LPIN3/HEG1/POLR2L/SOX12/EYA2/WAS/CD74/EGR2/LILRB2/PRR7/TOX3/MAGI2/ALKAL2/RPS19/DLC1/CCL5/SLAMF6/SSBP2/ACTN1/FAM20A/RPLP1/CNTN1/PACSIN3/IRF7/SOX15/LAMP3/RAPGEF3/IER2/PIK3R3/CDC20/CST3/KITLG/CX3CL1/HAVCR2/ADM2/ABCA7/ERBB3/DDX39B/BBC3/HGF/WWTR1/SNAI2/CREB3L4/DTL/WNT11/BARX1/F12/IDO1/SKP2/PDGFB/HOXA9/NLRP1/ADCYAP1R1/FBLN1/TBX1/NKX2-1/REG1A/UCP2/IGFBP4/ABHD6/ERBB2/ZNF750/CD24/PYCARD/E2F1/CYTL1/AUTS2/HIPK2/SOX18/MEIS3P1/FZD2/MAGED1/NTRK2/MICAL2/KL/SHC1/ZBTB7B/MAPT/SORBS3/CLU/EPCAM/AGR2/S100A8/NFE2L3/CRLF1/NFAM1/ADCY2/FGFR1/TGFB2/ESR1/DUSP6/PEA15/STAP2/HNF1A/KLF2/CD3D/CCL3/PPP1R16B/TBL1X/CREBL2/MACC1/DOK7/BCL2L10/GPNMB/GATA4/CLEC3B/NOX4/AKAP12/RAMP2/INHBA/SOX8/TRPV2/STK39/SRCIN1/NRIP1/ACTN4/BATF/AFDN/APOC1/LDLR/FZD7/FOXA1/JADE1/ACTN2/EDN1/SPON1/GLI3/SHH/CDON/SBNO2/FOXA2/TCF3/IL24/SALL1/MAZ/ARHGEF5/ACHE/ETV4/ADRA2C/MMD/EPAS1/IL6/HMGCR/NPR3/PRLR/GTF2I/RASD2/TIPARP/CCR1/GPR183/ECSCR/EZR/CLSPN/DBP/TFRC/SIX2/ZFP36L1/PDE6G/SLC45A3/MTCO2P12/CD6/LHX2/GPER1/HEY1/LCP2/SMAD7/CTSH/ACACA/GADD45G/MTURN/TSPYL5/YBX2/ITGA3/ASCL1/MRPL12/MT3/NR0B2/CHCHD10/MYRF/SPDEF/ADGRB1/C3/IL18/NOCT/LMNA/PTH1R/NKD2/MYH9"
"GO:0018933","GO:0018933","nicotine metabolic process",0,"0/1080",""
"GO:0019222","GO:0019222","regulation of metabolic process",359,"359/1080","IKBKE/CCL26/CTSA/TRIB2/CD200/ITGA8/TP73/SNTA1/JAG1/VLDLR/ARC/TGFB1/CXCL17/GSPT2/CD96/AHR/S100A7/HNF4G/LUM/PLK2/IGF2/GZMA/HOXD8/VTN/CCL11/IGFBP5/UACA/SPRED1/PMAIP1/MUC1/PLA2G1B/SLAMF8/RAB39B/AHNAK/FGFR4/HOXB3/ADAM19/ARRDC3/FAM20C/PTPRB/THBS4/CCNG1/SH3BP5/MED13L/HLTF/SLC11A1/MARCO/CCDC88C/SERPINB5/JPH4/TP53INP2/FOXO6/PLIN2/CDKN2B/NOP53/EFNA3/FABP5/ADCY1/AEBP1/GLIPR1/DDR2/PIK3R1/GPRC5B/FN1/TNFAIP8L3/STAT1/A2M/MAPK4/NR2F2/EGLN3/FOXO1/PIP4K2A/CCNA1/ITPR1/EFNB2/LPIN3/HEG1/POLR2L/SOX12/EYA2/WAS/CD74/DPEP1/EGR2/LILRB2/PRR7/CST7/CEACAM1/TOX3/HP/MAGI2/ALKAL2/SERPINA11/RPS19/C1QL4/DLC1/CCL5/SLAMF6/SSBP2/ACTN1/FAM20A/RPLP1/CNTN1/PACSIN3/SERPINB4/IRF7/INPP5J/CYP2D6/TIMP3/RPL36/TMEM150B/GAS1/SOX15/LAMP3/LXN/ITM2A/RAPGEF3/IER2/PIK3R3/CDC20/PRDX1/CST3/HOMER2/HOXB8/KITLG/LTBP1/CX3CL1/HAVCR2/ADM2/CDKN2A/ABCA7/ERBB3/LPAR2/DDX39B/BBC3/TRIP13/LMCD1/HGF/WWTR1/SNAI2/CAPN1/CREB3L4/DTL/WNT11/BARX1/F12/SRGN/IDO1/SKP2/BHMT/PDGFB/HOXA9/NLRP1/ADCYAP1R1/FBLN1/SH2B3/TBX1/NKX2-1/SPR/REG1A/KLF11/UCP2/PER3/IGFBP4/ABHD6/ERBB2/APBB2/ZNF750/CD24/PYCARD/WFDC2/E2F1/CYTL1/NRBP2/AUTS2/HIPK2/MEG3/REPIN1/SOX18/MEIS3P1/FZD2/MAGED1/BST2/DEPTOR/ZBED6/NTRK2/MICAL2/KL/SHC1/PPP1R35/BACE2/TONSL/ZBTB7B/CRIM1/MAPT/NOXA1/SORBS3/CLU/EPCAM/AGR2/S100A8/NFE2L3/CRLF1/NFAM1/ADCY2/FAP/FGFR1/GPR137B/TGFB2/ESR1/DUSP6/PEA15/STAP2/MLF1/GOLM1/HNF1A/KLF2/CD3D/CCL3/HMG20B/HCK/PPP1R16B/SERPINA1/TBL1X/CREBL2/MACC1/OAS2/DOK7/BCL2L10/SLC9A3R1/GPNMB/GATA4/GRB7/CLEC3B/LMO3/DKK3/NOX4/F11R/CDKN2C/AKAP12/RAMP2/INHBA/SOX8/TRPV2/BAZ1A/STK39/SRCIN1/NRIP1/ACTN4/BATF/AFDN/APOC1/LDLR/FZD7/FOXA1/CDC45/JADE1/ACTN2/EDN1/SPON1/GLI3/CDCA7L/SHH/CDON/SBNO2/TESMIN/SLC7A11/FOXA2/SLC25A23/TCF3/UCA1/IL24/SALL1/FAM83D/MAZ/MAMLD1/DUSP1/HELLS/HAP1/PRRX2/ARHGEF5/ACHE/ETV4/ADRA2C/TSPYL2/MMD/ATP6V1B1/EPAS1/EFEMP1/IL6/SKIL/TSPAN8/HMGCR/NPR3/PRLR/GTF2I/RPL36A/RASD2/TIPARP/CCR1/GPR183/ECSCR/EZR/CLSPN/DBP/SPRY4/TFRC/SIX2/ZFP36L1/PDE6G/CDA/SLC45A3/MTCO2P12/CD6/LHX2/GPER1/DUSP10/HEY1/LCP2/CELF2/CRYM/RBBP8/LIPG/SMAD7/CTSH/ACACA/GADD45G/MTURN/TSPYL5/GNL3L/YBX2/ITGA3/DLX6/ASCL1/MRPL12/MT3/ORC1/KHDRBS3/FMO5/NR0B2/AQP1/CHCHD10/MYRF/SPDEF/ADGRB1/C3/IL18/UBA7/NOCT/SHMT2/SATB1/KPNA2/LMNA/SIAH2/PTH1R/PHLDA2/NKD2/TCEA3/MYH9"
"GO:0019674","GO:0019674","NAD metabolic process",3,"3/1080","QPRT/PKLR/HK3"
"GO:0019748","GO:0019748","secondary metabolic process",3,"3/1080","CYP2D6/SLC7A11/PMEL"
"GO:0032259","GO:0032259","methylation",10,"10/1080","AHCY/BHMT/PNMT/AUTS2/BHMT2/INMT/HELLS/TTLL12/SATB1/LMNA"
"GO:0032963","GO:0032963","collagen metabolic process",15,"15/1080","TGFB1/MMP17/MMP16/MMP28/ADAM15/P3H4/CST3/MMP2/ADAMTS2/FAP/TRAM2/IL6/CTSL/COL1A2/CTSB"
"GO:0042440","GO:0042440","pigment metabolic process",4,"4/1080","BLVRA/SLC7A11/PMEL/SHMT2"
"GO:0042445","GO:0042445","hormone metabolic process",18,"18/1080","DDO/ALDH1A3/RDH11/HSD17B14/LIPE/CYP2D6/DUOX1/BACE2/ESR1/DKK3/FOXA1/SHH/ADH1C/CTSL/TIPARP/CPA3/CTSB/CRYM"
"GO:0044033","GO:0044033","multi-organism metabolic process",0,"0/1080",""
"GO:0044237","GO:0044237","cellular metabolic process",535,"535/1080","NHLRC4/IKBKE/CCL26/SNORD14A/CTSA/TRIB2/MTMR11/CETP/CD200/ITGA8/BPIFB2/TP73/SNTA1/XYLT1/JAG1/DDO/VLDLR/ARC/TGFB1/CXCL17/GSPT2/AHR/S100A7/SLC27A3/HNF4G/LUM/PLK2/IGF2/GZMA/HOXD8/VTN/CCL11/GLS/ALDH1A3/IGFBP5/ABHD17C/FBXL7/UACA/SPRED1/LIPC/DNASE1L3/PMAIP1/MUC1/NDUFA3/PLA2G1B/SLAMF8/RAB39B/DCTPP1/AHNAK/UBE2E2/SLC19A2/FGFR4/GSTT2B/DCLK1/CNP/HOXB3/ARRDC3/FAM20C/PTPRB/THBS4/CCNG1/SH3BP5/PPT1/MED13L/SELENOP/AMACR/HLTF/SLC11A1/MARCO/CCDC88C/CHDH/SERPINB5/TP53INP2/CPPED1/FOXO6/CDKN2B/NOP53/ALG1L/EFNA3/FABP5/ADCY1/CHMP4C/AEBP1/DDR2/PIK3R1/GPRC5B/FN1/PECR/TNFAIP8L3/STAT1/A2M/PLEKHA2/MAPK4/DUSP23/AHCYL2/NR2F2/GPIHBP1/EGLN3/RNASE1/NT5DC2/SEPHS2/SLC28A1/CDO1/FOXO1/LYVE1/TMTC1/PIP4K2A/CCNA1/ITPR1/DMGDH/EFNB2/LPIN3/MUC13/HEG1/POLR2L/SOX12/SDF2L1/PSAT1/EYA2/RDH11/WAS/CD74/DPEP1/CYP24A1/ITPKC/HSD17B14/RAD54L/EGR2/CIT/LILRB2/PRR7/CST7/LIPE/SLC1A3/CEACAM1/SAMHD1/TOX3/PLPP4/HP/MAGI2/ALKAL2/SERPINA11/RPS19/C1QL4/DLC1/CCL5/PHLDA1/SSBP2/MCM10/ACTN1/HMMR/FAM20A/ITPKA/RPLP1/PLCB2/STRA6/CNTN1/PACSIN3/LARGE2/P3H4/SERPINB4/MGST2/GSTA4/IRF7/INPP5J/CYP2D6/TIMP3/RPL36/TMEM150B/GLYCTK/GAS1/SOX15/LAMP3/ORC6/LXN/ITM2A/RAPGEF3/IER2/PIK3R3/CDC20/PRDX1/LIMK2/QPRT/CST3/AHCY/HOXB8/RCN1/KITLG/LTBP1/CX3CL1/TMEM132A/HAVCR2/ADM2/SLC27A6/HOGA1/CDKN2A/ABCA7/ERBB3/DDX39B/BBC3/STARD10/TRIP13/LMCD1/HGF/WWTR1/SNAI2/CAPN1/BLVRA/CREB3L4/DTL/PKDCC/SLC5A8/MMP2/WNT11/BARX1/GGT7/SFTPA1/P4HA1/F12/ACADS/IDO1/CHST3/SKP2/BHMT/PDGFB/HOXA9/NLRP1/ADCYAP1R1/FBLN1/SH2B3/DUOX1/TBX1/NKX2-1/SPR/KLF11/PRIMA1/PER3/IGFBP4/ABHD6/PNMT/ERBB2/APBB2/ZNF750/CD24/PYCARD/WFDC2/E2F1/DECR2/CYTL1/NRBP2/AUTS2/CALCRL/HIPK2/NEFL/REPIN1/SOX18/MEIS3P1/FZD2/MAGED1/GADD45GIP1/BST2/DEPTOR/ZBED6/ATP1A2/NTRK2/SHANK3/MICAL2/BHMT2/KL/ARTN/SHC1/PPP1R35/BACE2/TONSL/ZBTB7B/CRIM1/NYNRIN/MAPT/NOXA1/FOLH1/SORBS3/CLU/EPCAM/UQCRH/S100A8/PKLR/MIOX/NFE2L3/CRLF1/NFAM1/ADCY2/FAP/FGFR1/GPR137B/TGFB2/ESR1/SDSL/DUSP6/PEA15/STAP2/MLF1/GAL3ST1/GOLM1/SDS/HNF1A/KLF2/CD3D/CCL3/DGKA/SNCAIP/MYLK/HMG20B/HCK/PPP1R16B/LAMA1/SERPINA1/STS/TBL1X/UBE2QL1/CREBL2/ALPK3/MACC1/OAS2/DOK7/BCL2L10/SLC9A3R1/GPNMB/GATA4/GRB7/CLEC3B/SPRR1B/SPRR2E/LMO3/DKK3/B4GALT1/NOX4/SHC3/NAPRT/DPYS/CDKN2C/AKAP12/COX4I2/FKBP9/ACSS2/NUDT10/CKMT2/RAMP2/INHBA/LIX1L/GGCT/SOX8/FOXRED2/SULT1C2/CSF2RA/BAZ1A/STK39/SRCIN1/LMBRD1/NRIP1/ACTN4/BATF/APOC1/LDLR/ARHGEF6/FZD7/FOXA1/BBOX1/CDC45/JADE1/ADA2/ACTN2/EDN1/SPON1/RNU4ATAC/GLI3/CDCA7L/SHH/CDON/SBNO2/OAT/ADH1C/EXT1/CCR5/AZGP1/HK3/RECQL4/TESMIN/ALDH3B2/SLC7A11/FOXA2/SLC25A23/STK10/MGAT4A/TCF3/IL24/FAH/SALL1/FAM83D/MAZ/MAMLD1/DUSP1/HELLS/HAP1/TGFBI/PTPRM/PRRX2/LIX1/ARHGEF5/CP/ALDH3B1/CROT/ACHE/LPCAT2/ETV4/WSB1/ACSM2A/ADRA2C/TSPYL2/MMD/ALDH2/CYP4F11/ATP6V1B1/EPAS1/EFEMP1/IL6/SKIL/CEMIP2/GALNT11/CTSL/IDUA/HMGCR/PRLR/ST8SIA4/GTF2I/RPL36A/TTLL12/RASD2/HACD1/RNF157/TIPARP/CPA3/CCR1/GPR183/RNASE6/PGM2/ECSCR/GBA3/FAR2/EZR/CLSPN/DPYSL2/ZDHHC9/DBP/WDHD1/PLA2G4C/PLPPR2/BCAT2/SPRY4/C17orf97/P4HA2/CRMP1/SPEG/TFRC/ALDH3A2/SIX2/ZFP36L1/PDE6G/PMEL/CDA/SLC45A3/SNRPGP15/MTCO2P12/SFTA3/LHX2/GPER1/DUSP10/HEY1/CTSB/LCP2/CELF2/CRYM/RBBP8/LIPG/SMAD7/CTSH/MAP1LC3A/ACACA/GADD45G/MTURN/TSPYL5/GNL3L/PLVAP/YBX2/DLX6/AMDHD1/ASCL1/MRPL12/MT3/ORC1/KHDRBS3/FMO5/NR0B2/MCCC2/CHSY1/AQP1/CHCHD10/MYRF/SPDEF/ADGRB1/C3/IL18/UBA7/NOCT/PLPPR4/FAAH/SHMT2/FBXL6/SATB1/SLC2A1/FES/KPNA2/LMNA/SIAH2/BGN/ACY3/PTH1R/FBXO44/PHLDA2/NKD2/TCEA3/RNU4-2/RNU4-1/MYH9/NCF4/NTHL1"
"GO:0044238","GO:0044238","primary metabolic process",518,"518/1080","NHLRC4/IKBKE/CCL26/SNORD14A/CTSA/TRIB2/MTMR11/CETP/CD200/ITGA8/BPIFB2/TP73/SNTA1/XYLT1/TPSB2/JAG1/DDO/VLDLR/TGFB1/CXCL17/GSPT2/AHR/S100A7/SLC27A3/HNF4G/LUM/PLK2/IGF2/GZMA/HOXD8/VTN/CCL11/GLS/ALDH1A3/IGFBP5/ABHD17C/FBXL7/UACA/SPRED1/LIPC/DNASE1L3/PMAIP1/MUC1/PLA2G1B/DCTPP1/RHBDF2/AHNAK/UBE2E2/FGFR4/DCLK1/CNP/HOXB3/ADAM19/ARRDC3/FAM20C/PTPRB/THBS4/CCNG1/SH3BP5/PLAU/PPT1/MED13L/AMACR/HLTF/SLC11A1/MARCO/CCDC88C/SERPINB5/TP53INP2/CPPED1/FOXO6/PLIN2/CDKN2B/NOP53/MMP17/ALG1L/EFNA3/FABP5/ADCY1/CHMP4C/AEBP1/GLIPR1/DDR2/PIK3R1/GPRC5B/FN1/PECR/TNFAIP8L3/STAT1/A2M/PLEKHA2/MAPK4/HTRA1/DUSP23/NR2F2/GPIHBP1/EGLN3/RNASE1/SEPHS2/SLC28A1/CDO1/MMP16/FOXO1/TMTC1/PIP4K2A/CCNA1/LPIN3/MUC13/HEG1/MMP28/POLR2L/SOX12/SDF2L1/PSAT1/EYA2/RDH11/WAS/CD74/DPEP1/CYP24A1/CLCA4/ITPKC/HSD17B14/RAD54L/EGR2/CIT/LILRB2/PRR7/CST7/LIPE/SLC1A3/CEACAM1/SAMHD1/TOX3/PLPP4/HP/MAGI2/ALKAL2/SERPINA11/RPS19/C1QL4/DLC1/ADAM15/CCL5/PHLDA1/SSBP2/MCM10/ACTN1/FAM20A/ITPKA/RPLP1/PLCB2/STRA6/CNTN1/PACSIN3/LARGE2/P3H4/SERPINB4/MGST2/IRF7/INPP5J/CYP2D6/TIMP3/CISD3/RPL36/GLYCTK/GAS1/SOX15/LAMP3/ORC6/LXN/ITM2A/RAPGEF3/IER2/PIK3R3/CDC20/PRDX1/LIMK2/QPRT/CST3/AHCY/HOXB8/RCN1/KITLG/LTBP1/CX3CL1/TMEM132A/HAVCR2/CASD1/ADM2/SLC27A6/HOGA1/CDKN2A/ABCA7/ERBB3/DDX39B/BBC3/STARD10/TRIP13/VASH1/LMCD1/HGF/WWTR1/SNAI2/CAPN1/CREB3L4/DTL/PKDCC/SLC5A8/MMP2/WNT11/ADAMTS2/BARX1/GGT7/SFTPA1/P4HA1/F12/ACADS/SRGN/IDO1/CHST3/SKP2/BHMT/PDGFB/HOXA9/NLRP1/ADCYAP1R1/FBLN1/SH2B3/TBX1/NKX2-1/KLF11/PER3/IGFBP4/ABHD6/ERBB2/APBB2/ZNF750/CD24/PYCARD/WFDC2/E2F1/DECR2/CYTL1/NRBP2/AUTS2/GDPD5/HIPK2/NEFL/REPIN1/SOX18/MEIS3P1/FZD2/MAGED1/GADD45GIP1/BST2/DEPTOR/ZBED6/NTRK2/SHANK3/MICAL2/BHMT2/KL/ARTN/SHC1/PPP1R35/BACE2/TONSL/ZBTB7B/CRIM1/NYNRIN/MAPT/FOLH1/SORBS3/CLU/EPCAM/S100A8/PKLR/MIOX/NFE2L3/CRLF1/NFAM1/ADCY2/FAP/FGFR1/TGFB2/ESR1/SDSL/DUSP6/PEA15/STAP2/MLF1/GAL3ST1/GOLM1/SDS/HNF1A/KLF2/CD3D/CCL3/DGKA/SNCAIP/MYLK/HMG20B/HCK/PPP1R16B/LAMA1/SERPINA1/STS/TBL1X/CAPNS2/UBE2QL1/CREBL2/ALPK3/MACC1/OAS2/DOK7/BCL2L10/SLC9A3R1/GPNMB/GATA4/GRB7/CLEC3B/SPRR1B/SPRR2E/LMO3/DKK3/B4GALT1/NOX4/SHC3/NAPRT/DPYS/CDKN2C/AKAP12/FKBP9/ACSS2/NUDT10/INHBA/SOX8/FOXRED2/SULT1C2/CSF2RA/BAZ1A/STK39/SRCIN1/NRIP1/ACTN4/BATF/APOC1/LDLR/ARHGEF6/FZD7/FOXA1/CDC45/JADE1/ADA2/ACTN2/EDN1/SPON1/RNU4ATAC/GLI3/CDCA7L/SHH/CDON/SBNO2/OAT/ADH1C/EXT1/CCR5/AZGP1/HK3/RECQL4/TESMIN/ALDH3B2/SLC7A11/FOXA2/STK10/MGAT4A/TCF3/IL24/FAH/SALL1/FAM83D/MAZ/MAMLD1/DUSP1/HELLS/HAP1/TGFBI/PTPRM/PRRX2/ARHGEF5/CP/ALDH3B1/CROT/ACHE/LPCAT2/ETV4/WSB1/ACSM2A/TMPRSS2/ADRA2C/TSPYL2/MMD/ALDH2/CYP4F11/ATP6V1B1/EPAS1/EFEMP1/IL6/SKIL/GALNT11/CTSL/IDUA/HMGCR/PRLR/ST8SIA4/GTF2I/RPL36A/TTLL12/RASD2/HACD1/RNF157/TIPARP/CPA3/CCR1/GPR183/RNASE6/PGM2/ECSCR/GBA3/CHI3L2/FAR2/EZR/CLSPN/DPYSL2/ZDHHC9/DBP/WDHD1/PLA2G4C/PLPPR2/BCAT2/SPRY4/C17orf97/P4HA2/CRMP1/SPEG/TFRC/ALDH3A2/SIX2/ZFP36L1/PDE6G/CDA/SLC45A3/SNRPGP15/MTCO2P12/SFTA3/LHX2/GPER1/DUSP10/HEY1/CTSB/LCP2/CELF2/LIMA1/RHBDL1/CRYM/RBBP8/LIPG/SMAD7/CTSH/ACACA/GADD45G/MTURN/TSPYL5/GNL3L/PLVAP/YBX2/PRSS21/DLX6/AMDHD1/ASCL1/MRPL12/MT3/ORC1/KHDRBS3/FMO5/NR0B2/MCCC2/CHSY1/AQP1/CHCHD10/MYRF/SPDEF/ADGRB1/C3/IL18/UBA7/NOCT/PLPPR4/FAAH/SHMT2/FBXL6/SATB1/SLC2A1/FES/KPNA2/LMNA/SIAH2/BGN/PTH1R/FBXO44/PHLDA2/NKD2/TCEA3/RNU4-2/RNU4-1/MYH9/NTHL1"
"GO:0044281","GO:0044281","small molecule metabolic process",129,"129/1080","CETP/XYLT1/DDO/VLDLR/TGFB1/SLC27A3/LUM/IGF2/GLS/ALDH1A3/LIPC/PMAIP1/PLA2G1B/DCTPP1/SLC19A2/FGFR4/CNP/PPT1/AMACR/FABP5/ADCY1/PECR/AHCYL2/SEPHS2/CDO1/FOXO1/LYVE1/LPIN3/PSAT1/RDH11/CD74/DPEP1/CYP24A1/ITPKC/LIPE/SLC1A3/CEACAM1/SAMHD1/HMMR/ITPKA/PLCB2/MGST2/INPP5J/CYP2D6/GLYCTK/QPRT/AHCY/SLC27A6/HOGA1/HGF/SNAI2/SLC5A8/GGT7/ACADS/IDO1/CHST3/BHMT/PDGFB/ADCYAP1R1/SPR/IGFBP4/DECR2/BHMT2/FOLH1/PKLR/MIOX/ADCY2/FGFR1/SDSL/SDS/DKK3/B4GALT1/NOX4/NAPRT/DPYS/ACSS2/NUDT10/CKMT2/SULT1C2/LMBRD1/APOC1/LDLR/ADA2/EDN1/OAT/ADH1C/HK3/ALDH3B2/SLC7A11/FOXA2/FAH/ALDH3B1/CROT/LPCAT2/ACSM2A/ALDH2/CYP4F11/ATP6V1B1/CEMIP2/IDUA/HMGCR/HACD1/PGM2/FAR2/PLA2G4C/BCAT2/ALDH3A2/CDA/SLC45A3/MTCO2P12/GPER1/LIMA1/CRYM/LIPG/ACACA/AMDHD1/MT3/FMO5/NR0B2/MCCC2/CHSY1/C3/FAAH/SHMT2/SLC2A1/BGN/PTH1R/PHLDA2/NTHL1"
"GO:0045730","GO:0045730","respiratory burst",9,"9/1080","SLAMF8/SLC11A1/RPS19/CD52/CD24/NOXA1/HCK/DUSP10/NCF4"
"GO:0046034","GO:0046034","ATP metabolic process",13,"13/1080","TGFB1/NDUFA3/FAM20C/ATP1A2/UQCRH/PKLR/COX4I2/HK3/SLC25A23/ATP6V1B1/MTCO2P12/CHCHD10/SHMT2"
"GO:0051189","GO:0051189","prosthetic group metabolic process",0,"0/1080",""
