"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","60/1486","367/18866",4.6500587498663e-08,8.00767470013741e-06,6.13721376182045e-06,"ABCD1/NAT8L/CPS1/CD74/HAAO/GCH1/BHMT/PLA2G1B/FGFR4/PTGS1/AMACR/BCAT2/ADI1/HACD1/LIPC/DHRS9/ALDH1A3/DEGS1/SDSL/AKR1C3/UGDH/CEACAM1/ACSL3/DECR2/PKLR/BGN/CYP4F11/ACOT7/ACACA/PTGES/IL1B/ALDH8A1/SDS/HOGA1/MYO5A/ELOVL4/GAMT/FABP5/SLC1A3/LIPG/PLP1/CEMIP/OAT/ANXA1/UST/MTHFD1L/SHMT2/HYAL1/SCD/PHGDH/AASS/PTGDS/PSPHP1/SLC45A3/PTGS2/ACOX2/CSPG5/SEPHS2/APOC1/GSTM1",60
"GO:0016053","GO:0016053","organic acid biosynthetic process","60/1486","368/18866",5.13946455517151e-08,8.42600586550289e-06,6.45782965609939e-06,"ABCD1/NAT8L/CPS1/CD74/HAAO/GCH1/BHMT/PLA2G1B/FGFR4/PTGS1/AMACR/BCAT2/ADI1/HACD1/LIPC/DHRS9/ALDH1A3/DEGS1/SDSL/AKR1C3/UGDH/CEACAM1/ACSL3/DECR2/PKLR/BGN/CYP4F11/ACOT7/ACACA/PTGES/IL1B/ALDH8A1/SDS/HOGA1/MYO5A/ELOVL4/GAMT/FABP5/SLC1A3/LIPG/PLP1/CEMIP/OAT/ANXA1/UST/MTHFD1L/SHMT2/HYAL1/SCD/PHGDH/AASS/PTGDS/PSPHP1/SLC45A3/PTGS2/ACOX2/CSPG5/SEPHS2/APOC1/GSTM1",60
"GO:0050864","GO:0050864","regulation of B cell activation","39/1486","195/18866",5.18080633916488e-08,8.42600586550289e-06,6.45782965609939e-06,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/CD74/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/PELI1/IGHV5-51/IGHV3-33/BST1/IGHV2-26/IGHV3-20/SLAMF8/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/IGHV3-66/NFAM1/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/INHA/IGHV1-24/PKN1/MAD2L2/IGHV3-53/PTPRC/IGHV4-61/IGHV1-69/PTPN6/ZFP36L1",39
"GO:0050871","GO:0050871","positive regulation of B cell activation","33/1486","151/18866",6.05139849753033e-08,9.5759292440649e-06,7.33914987054675e-06,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/CD74/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/PELI1/IGHV5-51/IGHV3-33/BST1/IGHV2-26/IGHV3-20/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/IGHV3-66/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/IGHV1-24/MAD2L2/IGHV3-53/PTPRC/IGHV4-61/IGHV1-69",33
"GO:0060326","GO:0060326","cell chemotaxis","53/1486","311/18866",7.06941778994032e-08,1.08924845158159e-05,8.34817951205418e-06,"STK39/CD74/SWAP70/CXCL13/CXCL12/CSF1/CSF1R/PPBP/CCL11/RAC2/PLA2G1B/BCAR1/CXCL3/CXCL1/BST1/VAV1/HGF/CCR1/CCL26/TIAM1/SLAMF8/PRKD1/LYST/CXCL17/JAM3/MCU/CCL3/PLXNB3/IL1B/C5AR1/PRKCQ/DPP4/S100A14/EDNRB/VEGFB/CCR5/IL6R/S100A7/WNT5A/TRPM4/NBL1/ARHGEF5/ANXA1/C3AR1/CXCL5/CXCL14/S1PR1/TRPM2/RIPOR2/PDGFRA/TGFB2/CX3CL1/FGF18",53
"GO:0060485","GO:0060485","mesenchyme development","50/1486","290/18866",1.13475552693034e-07,1.66099840254429e-05,1.27301652929054e-05,"PHLDB1/SPRED1/ACTA1/PKD2/S100A4/SEMA6D/MCRIP1/FOXA2/SOX9/HEY1/HGF/SNAI2/BMP4/DLG5/SEMA4A/TIAM1/SIX4/RBM24/HIF1A/MIR573/FOXD1/IL1B/SEMA4G/EDNRB/MEF2C/VASN/ERBB3/WNT5A/BAMBI/MIR590/DAB2/GATA3/MAD2L2/YAP1/HPN/TCF21/HES1/WWTR1/OLFM1/LOXL2/SMAD7/MIR221/ACTA2/DACT3/OVOL2/BMP2/ZFP36L1/TGFB2/SMAD3/FGFR2",50
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","50/1486","290/18866",1.13475552693034e-07,1.66099840254429e-05,1.27301652929054e-05,"VSIR/CD83/GNAS/CD74/EVI2B/CSF1/ITPKB/HLA-DRB1/JAK3/CDK6/DTX1/BMP4/CCR1/SLAMF8/RUNX3/CEACAM1/IRF1/HLA-DOA/ZBTB16/LIF/TREM2/CCL3/PNP/CA2/IL1B/NFAM1/SPINK5/TCF7/INHA/IRF7/RB1/HCLS1/MAFB/GATA3/ERBB2/ANXA1/TESC/FES/TMEM64/SMAD7/PTPRC/PIK3R1/PTPN6/IL18/SOX12/JUN/ZBTB7B/ZFP36L1/MYB/CLDN18",50
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","54/1486","325/18866",1.26296147156279e-07,1.77546386731355e-05,1.36074474652482e-05,"IGHV3-35/IGHV3-21/IGHV3-11/HHLA2/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/TRBV7-9/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/HLA-DRB1/BCAR1/IGHV5-51/IGHV3-33/LPXN/IGHV2-26/IGHV3-20/HLA-A/CD79B/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/BLNK/CEACAM1/CD3D/IGHV3-66/TRAC/PSMB8/NFAM1/PRKCQ/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/HLA-DRA/IGHV1-24/EZR/GATA3/SH2D1A/IGHV3-53/PTPRC/PIK3R1/IGHV4-61/IGHV1-69/PTPN6/BTN3A3/BTN3A1/HLA-DPA1/PHPT1/BTNL9",54
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","25/1486","99/18866",1.2736034573385e-07,1.77546386731355e-05,1.36074474652482e-05,"PHLDB1/SPRED1/MCRIP1/FOXA2/BMP4/TIAM1/MIR573/IL1B/VASN/BAMBI/MIR590/DAB2/GATA3/MAD2L2/HPN/WWTR1/OLFM1/LOXL2/SMAD7/MIR221/DACT3/OVOL2/BMP2/TGFB2/SMAD3",25
"GO:0072006","GO:0072006","nephron development","31/1486","143/18866",1.82876312898188e-07,2.49009491167184e-05,1.90844974757644e-05,"CD24/TACSTD2/EYA1/PKD2/MTSS1/SOX9/WNT6/BMP4/SIX4/COL4A4/DLL1/LAMB2/LIF/FOXD1/PROM1/MEF2C/IL6R/GATA3/VANGL2/PODXL/YAP1/CITED1/TCF21/HES1/WWTR1/ACTA2/BMP2/PAX8/PDGFRA/PBX1/MAGI2",31
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","58/1486","364/18866",1.91794804132304e-07,2.54414864161123e-05,1.94987741636724e-05,"CD24/IGF2/VSIR/HLA-DMB/CD83/HHLA2/F11R/CD74/CXCL12/ITPKB/HLA-DRB1/RAC2/SPN/PELI1/JAK3/PODXL2/VAV1/DTX1/HLA-A/BMP4/DLG5/SLC7A1/SELE/NT5E/RUNX3/CEACAM1/DOCK8/ARG2/IRF1/ZBTB16/PNP/IL1B/PRKCQ/DPP4/CD44/HAVCR2/SIRPG/EZR/GATA3/KLF4/ERBB2/ETS1/ANXA1/HES1/CD55/SMAD7/MIR221/PTPRC/CD1D/STK10/PIK3R1/PTPN6/IL18/RIPOR2/SOX12/ZBTB7B/MYB/HLA-DPA1",58
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","18/1486","57/18866",1.95536616349283e-07,2.54414864161123e-05,1.94987741636724e-05,"CD24/MTSS1/BMP4/LAMB2/LIF/PROM1/MEF2C/GATA3/PODXL/YAP1/CITED1/TCF21/HES1/WWTR1/ACTA2/PAX8/PRKX/MAGI2",18
"GO:0035850","GO:0035850","epithelial cell differentiation involved in kidney development","16/1486","47/18866",2.90869165567976e-07,3.69449066314379e-05,2.83151848568151e-05,"CD24/MTSS1/BMP4/LAMB2/LIF/PROM1/MEF2C/GATA3/PODXL/YAP1/CITED1/WWTR1/ACTA2/PAX8/PRKX/MAGI2",16
"GO:0072009","GO:0072009","nephron epithelium development","26/1486","110/18866",2.9656884913366e-07,3.69449066314379e-05,2.83151848568151e-05,"CD24/TACSTD2/EYA1/PKD2/MTSS1/SOX9/WNT6/BMP4/SIX4/DLL1/LAMB2/LIF/FOXD1/PROM1/MEF2C/GATA3/PODXL/YAP1/CITED1/TCF21/HES1/WWTR1/BMP2/PAX8/PBX1/MAGI2",26
"GO:0072160","GO:0072160","nephron tubule epithelial cell differentiation","9/1486","15/18866",3.68652309506426e-07,4.45447491087193e-05,3.41398292867941e-05,"CD24/MTSS1/LIF/PROM1/MEF2C/GATA3/YAP1/WWTR1/PAX8",9
"GO:0007411","GO:0007411","axon guidance","48/1486","284/18866",3.72791239338556e-07,4.45447491087193e-05,3.41398292867941e-05,"SLIT3/SHANK3/CXCL12/EPHB3/CSF1R/RAC2/SEMA6D/EFNA5/ETV1/KIF5C/SEMA4A/GAP43/LAMA3/NTN1/EPHA7/OPHN1/UNC5B/EFNA4/PLXNA1/NTN4/LAMB2/GRB7/PLXNB3/SHC3/FOXD1/TUBB3/PRKCQ/KIF5A/SEMA4G/EPHA4/SHC1/FLRT3/SCN1B/EFNA3/WNT5A/EPHB2/EZR/GATA3/VANGL2/ERBB2/PTPRM/DPYSL2/VLDLR/PIK3R1/UNC5C/APBB2/BSG/LAMA1",48
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","70/1486","481/18866",3.97494236807939e-07,4.56338971864801e-05,3.49745703098502e-05,"IGHV3-35/IGHV3-21/IGHV3-11/HHLA2/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/TRBV7-9/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/IGKV1D-39/HLA-DRB1/MUC13/BCAR1/IGHV5-51/IGHV3-33/IGLV2-8/IGKV1-39/LPXN/VAV1/IGHV2-26/IGHV3-20/HLA-A/IGKV2-30/FCGR3A/CD79B/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/BLNK/CEACAM1/CD3D/IGHV3-66/TRAC/PSMB8/NFAM1/C5AR1/PRKCQ/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/HLA-DRA/IGHV1-24/IGKV1D-12/EZR/GATA3/SH2D1A/IGKV1-12/IGHV3-53/FPR3/C3AR1/ARPC1B/MUC2/PTPRC/PIK3R1/IGHV4-61/IGHV1-69/PTPN6/BTN3A3/MUC5B/BAIAP2/BTN3A1/HLA-DPA1/PHPT1/BTNL9",70
"GO:0002757","GO:0002757","immune response-activating signal transduction","70/1486","481/18866",3.97494236807939e-07,4.56338971864801e-05,3.49745703098502e-05,"IGHV3-35/IGHV3-21/IGHV3-11/HHLA2/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/TRBV7-9/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/IGKV1D-39/HLA-DRB1/MUC13/BCAR1/IGHV5-51/IGHV3-33/IGLV2-8/IGKV1-39/LPXN/VAV1/IGHV2-26/IGHV3-20/HLA-A/IGKV2-30/FCGR3A/CD79B/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/BLNK/CEACAM1/CD3D/IGHV3-66/TRAC/PSMB8/NFAM1/C5AR1/PRKCQ/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/HLA-DRA/IGHV1-24/IGKV1D-12/EZR/GATA3/SH2D1A/IGKV1-12/IGHV3-53/FPR3/C3AR1/ARPC1B/MUC2/PTPRC/PIK3R1/IGHV4-61/IGHV1-69/PTPN6/BTN3A3/MUC5B/BAIAP2/BTN3A1/HLA-DPA1/PHPT1/BTNL9",70
"GO:0097485","GO:0097485","neuron projection guidance","48/1486","285/18866",4.14751538229379e-07,4.66994280064041e-05,3.57912106775677e-05,"SLIT3/SHANK3/CXCL12/EPHB3/CSF1R/RAC2/SEMA6D/EFNA5/ETV1/KIF5C/SEMA4A/GAP43/LAMA3/NTN1/EPHA7/OPHN1/UNC5B/EFNA4/PLXNA1/NTN4/LAMB2/GRB7/PLXNB3/SHC3/FOXD1/TUBB3/PRKCQ/KIF5A/SEMA4G/EPHA4/SHC1/FLRT3/SCN1B/EFNA3/WNT5A/EPHB2/EZR/GATA3/VANGL2/ERBB2/PTPRM/DPYSL2/VLDLR/PIK3R1/UNC5C/APBB2/BSG/LAMA1",48
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","25/1486","105/18866",4.30069450802058e-07,4.75105025367179e-05,3.6412831554502e-05,"F11R/IQGAP2/CSF1R/BCAR1/BAIAP2L2/PHACTR1/MCU/NEDD9/BAIAP2L1/SHC1/TJP1/ARHGDIB/HCLS1/EZR/MYH9/ANXA1/FES/GDPD2/S1PR1/TRPM2/PDGFRA/BAIAP2/PHPT1/RAPGEF3/EFS",25
"GO:0071621","GO:0071621","granulocyte chemotaxis","28/1486","127/18866",4.91511688413736e-07,5.32926099196745e-05,4.08443338734456e-05,"CD74/CXCL13/CSF1/CSF1R/PPBP/CCL11/RAC2/PLA2G1B/CXCL3/CXCL1/BST1/VAV1/CCL26/CXCL17/JAM3/MCU/CCL3/IL1B/C5AR1/DPP4/S100A14/S100A7/ANXA1/C3AR1/CXCL5/RIPOR2/TGFB2/CX3CL1",28
"GO:0030278","GO:0030278","regulation of ossification","39/1486","212/18866",5.11808961467197e-07,5.3461281782633e-05,4.09736067669315e-05,"TP63/GNAS/SMOC1/CSF1/NOCT/JUND/PKDCC/SOX9/CDK6/CHSY1/HGF/SNAI2/BMP4/CCR1/PRKD1/HIF1A/ZBTB16/CCL3/AREG/MEF2C/IL6R/COMP/IFITM1/WNT5A/KL/TRPM4/DDR2/CITED1/FAM20C/ISG15/TMEM64/GDPD2/SMAD7/BMP2/S1PR1/PBX1/TGFB2/SMAD3/FGFR2",39
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","38/1486","204/18866",5.15590616596787e-07,5.3461281782633e-05,4.09736067669315e-05,"VSIR/CD83/GNAS/CD74/EVI2B/CSF1/ITPKB/HLA-DRB1/CCR1/SCIN/RUNX3/HIF1A/ZBTB16/LIF/TREM2/RHEX/PNP/CA2/IL1B/RB1/HCLS1/MTURN/GATA3/ETS1/ANXA1/TESC/FES/ISG15/TMEM64/MIR221/PTPRC/IL18/SOX12/JUN/ZBTB7B/ZFP36L1/MYB/FAM210B",38
"GO:0030224","GO:0030224","monocyte differentiation","14/1486","38/18866",5.2959083576306e-07,5.3461281782633e-05,4.09736067669315e-05,"CD74/CSF1/CSF1R/HLA-DRB1/CDK6/PIR/BMP4/PPARG/MEF2C/IRF7/MYH9/FES/JUN/ZFP36L1",14
"GO:1903131","GO:1903131","mononuclear cell differentiation","14/1486","38/18866",5.2959083576306e-07,5.3461281782633e-05,4.09736067669315e-05,"CD74/CSF1/CSF1R/HLA-DRB1/CDK6/PIR/BMP4/PPARG/MEF2C/IRF7/MYH9/FES/JUN/ZFP36L1",14
"GO:0048762","GO:0048762","mesenchymal cell differentiation","41/1486","229/18866",5.56945497960693e-07,5.52697608569468e-05,4.23596549118008e-05,"PHLDB1/SPRED1/S100A4/SEMA6D/MCRIP1/FOXA2/SOX9/HEY1/HGF/SNAI2/BMP4/DLG5/SEMA4A/TIAM1/HIF1A/MIR573/IL1B/SEMA4G/EDNRB/MEF2C/VASN/WNT5A/BAMBI/MIR590/DAB2/GATA3/MAD2L2/HPN/TCF21/HES1/WWTR1/OLFM1/LOXL2/SMAD7/MIR221/DACT3/OVOL2/BMP2/TGFB2/SMAD3/FGFR2",41
"GO:0072080","GO:0072080","nephron tubule development","23/1486","93/18866",6.00466339205472e-07,5.85955069341339e-05,4.49085614742619e-05,"CD24/TACSTD2/EYA1/PKD2/MTSS1/SOX9/WNT6/BMP4/SIX4/DLL1/LIF/FOXD1/PROM1/MEF2C/GATA3/YAP1/CITED1/TCF21/HES1/WWTR1/BMP2/PAX8/PBX1",23
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","24/1486","101/18866",7.56453112506982e-07,7.23796460315608e-05,5.5472952677881e-05,"GNAS/CD74/EVI2B/CSF1/HLA-DRB1/CCR1/SCIN/HIF1A/LIF/TREM2/RHEX/CA2/RB1/HCLS1/MTURN/ETS1/TESC/FES/ISG15/TMEM64/MIR221/JUN/ZFP36L1/FAM210B",24
"GO:2000249","GO:2000249","regulation of actin cytoskeleton reorganization","14/1486","39/18866",7.6644544047084e-07,7.23796460315608e-05,5.5472952677881e-05,"F11R/IQGAP2/CSF1R/BAIAP2L2/BAIAP2L1/TJP1/ARHGDIB/HCLS1/FES/TRPM2/PDGFRA/BAIAP2/PHPT1/RAPGEF3",14
"GO:0034329","GO:0034329","cell junction assembly","64/1486","434/18866",7.8203866152431e-07,7.26799422734101e-05,5.57031046629596e-05,"LRRN1/ACTN4/F11R/NTRK2/SHANK3/CEL/EPHB3/CLDN8/CTNND1/EFNA5/PKP3/NRXN2/JUP/PCDHB16/SNAI2/LSR/DLG5/SEMA4A/GAP43/LAMA3/DLC1/SIX4/NTN1/HEG1/EPHA7/PLEC/OPHN1/SPOCK2/AFDN/CDH5/JAM3/SRPX2/IL1B/COL17A1/CLSTN3/GJA5/SORBS1/MEF2C/LRFN4/TJP1/FLRT3/CLDN5/NLGN3/WNT5A/PCDH17/EPHB2/TNS1/OBSL1/FERMT2/PARD6G/IL1RAP/ADGRF1/SMAD7/PKP1/ACHE/CD151/CLDN10/ECT2/MAGI2/DNER/TLN2/SMAD3/PTPRD/CLDN18",64
"GO:0007409","GO:0007409","axonogenesis","69/1486","482/18866",8.86717367043129e-07,8.10629089338041e-05,6.21279483634873e-05,"TRPV2/SLIT3/NTRK2/SHANK3/CXCL12/EPHB3/CSF1R/RAC2/SEMA6D/EFNA5/LLGL1/ETV1/KIF5C/MT3/NDN/SEMA4A/GAP43/LAMA3/TIAM1/NTN1/EPHA7/OPHN1/UNC5B/EFNA4/PLXNA1/SPP1/NTN4/LAMB2/SKIL/GRB7/PLXNB3/CNP/SHC3/FOXD1/TUBB3/PRKCQ/KIF5A/SEMA4G/EPHA4/SHC1/FLRT3/CTNNA2/RAB3A/SCN1B/EFNA3/NLGN3/WNT5A/EPHB2/NEFL/EZR/ADCY1/GATA3/VANGL2/TNFRSF12A/ERBB2/PTPRM/UST/STMN1/DPYSL2/OLFM1/VLDLR/PIK3R1/UNC5C/BAIAP2/APBB2/BSG/ATL1/LAMA1/FGFR2",69
"GO:0061326","GO:0061326","renal tubule development","23/1486","95/18866",8.99929817369303e-07,8.10629089338041e-05,6.21279483634873e-05,"CD24/TACSTD2/EYA1/PKD2/MTSS1/SOX9/WNT6/BMP4/SIX4/DLL1/LIF/FOXD1/PROM1/MEF2C/GATA3/YAP1/CITED1/TCF21/HES1/WWTR1/BMP2/PAX8/PBX1",23
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","52/1486","329/18866",1.04679537807295e-06,9.28634384638959e-05,7.11720685283092e-05,"CD24/IGF2/VSIR/HLA-DMB/CD83/HHLA2/CD74/CXCL12/ITPKB/HLA-DRB1/SPN/PELI1/JAK3/VAV1/DTX1/HLA-A/BMP4/DLG5/SLC7A1/SELE/RUNX3/CEACAM1/DOCK8/ARG2/IRF1/ZBTB16/PNP/IL1B/PRKCQ/DPP4/CD44/HAVCR2/SIRPG/GATA3/KLF4/ERBB2/ETS1/ANXA1/HES1/CD55/SMAD7/MIR221/PTPRC/CD1D/PIK3R1/PTPN6/IL18/RIPOR2/SOX12/ZBTB7B/MYB/HLA-DPA1",52
"GO:0042098","GO:0042098","T cell proliferation","36/1486","195/18866",1.27070861013721e-06,0.000111044759885872,8.51065326789465e-05,"CD24/IGF2/VSIR/HLA-DMB/SATB1/HHLA2/HLA-DRB1/RAC2/SPN/PELI1/JAK3/HLA-A/BMP4/DLG5/SLC7A1/DOCK8/ARG2/ELF4/IRF1/PNP/IL1B/PRKCQ/HAVCR2/ERBB2/ANXA1/HES1/CD55/SLC11A1/PTPRC/CD1D/PTPN6/IL18/CD151/ZBTB7B/BTN3A1/HLA-DPA1",36
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","46/1486","279/18866",1.32476577710054e-06,0.000114066229778289,8.74222369625328e-05,"CD24/IGF2/VSIR/HLA-DMB/CD83/HHLA2/F11R/CD74/CXCL13/ITPKB/FOXA2/JAK3/VAV1/HLA-A/SLC7A1/SELE/RUNX3/DOCK8/AFDN/ZBTB16/PNP/IL1B/PRKCQ/DPP4/CD44/HAVCR2/TJP1/SIRPG/WNT5A/GATA3/PODXL/ETS1/ANXA1/HES1/CD55/SMAD7/PTPRC/CD1D/PIK3R1/PTPN6/IL18/SOX12/ZBTB7B/MYB/HLA-DPA1/CX3CL1",46
"GO:1903706","GO:1903706","regulation of hemopoiesis","70/1486","498/18866",1.45266731390951e-06,0.000123266190187539,9.44732381265638e-05,"VSIR/CD83/GNAS/CD74/HDAC1/EVI2B/CSF1/ITPKB/HLA-DRB1/JAK3/CDK6/P4HTM/DTX1/BMP4/CCR1/SCIN/SLAMF8/RUNX3/CEACAM1/DLL1/IRF1/HLA-DOA/HIF1A/ZBTB16/LIF/TREM2/RHEX/CCL3/PNP/PSMB8/CA2/IL1B/NFAM1/PRKCQ/SPINK5/MEIS2/MEF2C/TCF7/INHA/LMO2/IRF7/RB1/HCLS1/MTURN/MAFB/GATA3/NFE2/YAP1/ERBB2/SPI1/ETS1/ANXA1/TESC/FES/HES1/ISG15/TMEM64/SMAD7/MIR221/PTPRC/PIK3R1/PTPN6/IL18/SOX12/JUN/ZBTB7B/ZFP36L1/MYB/FAM210B/CLDN18",70
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","42/1486","246/18866",1.49658742265365e-06,0.000124246457360852,9.52245310313835e-05,"ABCD1/CD74/PLA2G1B/FGFR4/PTGS1/AMACR/HACD1/LIPC/DHRS9/ALDH1A3/DEGS1/AKR1C3/CEACAM1/ACSL3/DECR2/PKLR/BGN/CYP4F11/ACOT7/ACACA/PTGES/IL1B/ALDH8A1/SDS/HOGA1/MYO5A/ELOVL4/GAMT/FABP5/SLC1A3/LIPG/PLP1/ANXA1/UST/SCD/PTGDS/SLC45A3/PTGS2/ACOX2/CSPG5/APOC1/GSTM1",42
"GO:0014074","GO:0014074","response to purine-containing compound","30/1486","149/18866",1.50666071265935e-06,0.000124246457360852,9.52245310313835e-05,"CPS1/TMEM38B/PKD2/CASQ2/CIB2/KCNQ1/SLC26A6/DUOX1/PKLR/VGF/IL1B/AREG/PPARG/SDC1/P2RY2/TRPM4/EZR/PPARGC1A/PTPRN/CITED1/RYR1/PTGS2/SREBF1/TRPM2/REN/ZFP36L1/FOSL1/BSG/RAPGEF3/TMEM38A",30
"GO:0042063","GO:0042063","gliogenesis","49/1486","307/18866",1.59526520952126e-06,0.000129726080579819,9.94242045056891e-05,"BIN1/NTRK2/HDAC1/ZNF488/CSF1/CSF1R/SOX9/CDK6/F2/RNF112/DTX1/MT3/NDN/GAP43/TIAM1/KCNJ10/DLL1/LAMC3/LAMB2/CLU/LIF/TREM2/CCL3/CNP/IL1B/C5AR1/ASCL1/AREG/PPARG/EPHA4/OLIG1/ERBB3/NLGN3/ABCA2/PLP1/ERBB2/ANXA1/HES1/PHGDH/MIR221/SLC45A3/BMP2/CSPG5/MYB/DNER/TGFB2/CX3CL1/ADAM22/ID4",49
"GO:0051216","GO:0051216","cartilage development","36/1486","197/18866",1.63149265670411e-06,0.00013085465075346,0.000100289159272237,"GNAS/PTHLH/CYTL1/PKDCC/SOX9/SNORC/CHSY1/SNAI2/SLC39A14/BMP4/SCIN/RUNX3/TRPS1/BGN/HIF1A/ZBTB16/TIMP1/ITGB8/CHADL/CD44/MEF2C/COMP/WNT5A/LUM/CHRDL2/HYAL1/COL11A2/LOXL2/SMAD7/MATN3/BMP2/PTH1R/CREB3L2/SMAD3/FGF18/PRRX1",36
"GO:0050673","GO:0050673","epithelial cell proliferation","65/1486","453/18866",1.68777907856916e-06,0.000132814276170084,0.000101791048462954,"TP63/SERPINB1/IGF2/HTRA1/SCARB1/CXCL12/TACSTD2/EYA1/CCL11/MTSS1/SOX9/CDK6/HGF/SNAI2/BMP4/SFN/CCL26/SIX4/SDR16C5/IGFBP4/RUNX3/CEACAM1/ERRFI1/ITGB3/PRKD1/IFT57/HIF1A/CPB2/PLXNB3/SERPINB5/EHF/CDKN2B/IQGAP3/DLX6/C5AR1/AREG/EDNRB/PPARG/MEF2C/CYBA/VEGFB/NUPR1/WNT5A/RB1/GATA3/PTPRN/YAP1/ERBB2/PTPRM/HPN/NR2F2/HES1/HYAL1/LOXL2/OVOL2/BMP2/PRKX/VDR/JUN/ZFP36L1/TGFB2/REG3A/SMAD3/MIR23A/FGFR2",65
"GO:0097529","GO:0097529","myeloid leukocyte migration","39/1486","222/18866",1.70129303377562e-06,0.000132814276170084,0.000101791048462954,"CD74/SWAP70/CXCL13/CXCL12/CSF1/CSF1R/PPBP/CCL11/RAC2/PLA2G1B/CXCL3/CXCL1/BST1/VAV1/CCR1/CCL26/SLAMF8/CXCL17/JAM3/MCU/TREM2/CCL3/CD99L2/IL1B/C5AR1/DPP4/S100A14/EDNRB/VEGFB/IL6R/S100A7/NBL1/ARHGEF5/ANXA1/C3AR1/CXCL5/RIPOR2/TGFB2/CX3CL1",39
"GO:0097530","GO:0097530","granulocyte migration","30/1486","150/18866",1.74355497334147e-06,0.000134322557485715,0.000102947020101866,"CD74/CXCL13/CSF1/CSF1R/PPBP/CCL11/RAC2/PLA2G1B/CXCL3/CXCL1/BST1/VAV1/CCL26/SLAMF8/CXCL17/JAM3/MCU/CCL3/CD99L2/IL1B/C5AR1/DPP4/S100A14/S100A7/ANXA1/C3AR1/CXCL5/RIPOR2/TGFB2/CX3CL1",30
"GO:0042110","GO:0042110","T cell activation","68/1486","483/18866",1.93487618751177e-06,0.000147125975037421,0.000112759770162169,"CD24/IGF2/VSIR/HLA-DMB/CD83/SATB1/HHLA2/CD8B/CD7/CD74/ITPKB/HLA-DRB1/RAC2/SPN/PELI1/JAK3/CDK6/VAV1/DTX1/HLA-A/BMP4/DLG5/SLC7A1/SEMA4A/RUNX3/CEACAM1/DOCK8/ARG2/CD3D/ELF4/IRF1/HLA-DOA/BATF/ZBTB16/SLAMF6/PNP/IL1B/PRKCQ/DPP4/SPINK5/CD44/TCF7/HAVCR2/SIRPG/MAFB/GATA3/MYH9/ERBB2/ANXA1/HES1/CD55/SLC11A1/CLEC7A/SMAD7/PTPRC/CD1D/PIK3R1/PTPN6/IL18/RIPOR2/SOX12/CD151/ZBTB7B/ZFP36L1/MYB/BTN3A1/HLA-DPA1/SMAD3",68
