"","ID","Description","Count","GeneRatio","geneID"
"GO:0009058","GO:0009058","biosynthetic process",328,"328/1074","TFCP2L1/P3H3/HIF3A/MYCL/RASL11A/VEGFA/USP2/MAOB/RPS5/P2RX1/AURKB/CYC1/TSC22D3/ACACB/NT5C2/ELOVL7/STAT5A/ASL/NCAPG2/RIPK4/TWIST2/FHL3/ZNF844/BMPR1B/PDE5A/SPIN4/MID1IP1/MYCN/LIPH/GMPR/ABHD2/APLN/SLC27A5/GSTP1/MAT2A/PABPC1L/SLC7A2/SHMT1/LRP5/GLIS2/NFAT5/HRH1/MUC6/SCX/ZDHHC1/HNF1B/ZNF467/CKB/TCF19/HEYL/KLF15/TGFA/RPS3/SERPINH1/GPD2/PITPNM1/PAIP2B/DLL4/NPNT/PLA2G4F/TMTC2/HRAS/HSPB1/DPM3/MUC20/MAMSTR/RPL29/HBB/ADCY9/BCAT1/ZNF423/OVOL1/CCL19/DMD/PSPH/ACSM5/GPC6/AVPR1A/NPPC/PBXIP1/CSRNP1/SIRPA/ELOVL2/RPS4X/TFDP1/RPL21/DNPH1/GUCY2C/BNC1/HOXB6/NFATC2/PER1/MAGED1/B4GAT1/TGFB1I1/FURIN/CYP11A1/CFTR/FUT2/CD38/GALNT12/TGFB3/CREB3L3/MPC1/CIB1/RARG/RNASEH2A/SOX2/AGT/FGF2/PTPN14/BTK/PDE2A/TNFRSF4/ZNF367/FAXDC2/TRERF1/RPLP0P6/CERKL/ZDHHC9/GAD1/ASPDH/INAVA/FZD5/FOXF2/SGPP2/S100A9/FOXP4/TFAP2A/PITX1/HES2/ATOH8/HOXC8/PLA2G10/POMGNT2/NME1/CSF3/ASPA/ENO3/KCNIP3/ERG/SLA2/UGT8/ADCY6/HNF4A/CERS4/BMP7/IRAK3/HMGN5/SVIP/RPL12/BCL6B/TCIM/CCDC3/TSC22D1/PRDX5/SIX1/MDK/ZNF92/AMH/EGFR/APRT/CYP7B1/CREB5/GPT/MAFF/WT1/PLXNB2/TLE1/DCN/MFSD12/GMDS/CERS6/CLEC7A/JUNB/CHAC1/SCAND1/HS3ST2/MDFI/HOXD11/TMIGD3/P2RY1/KLF13/CMPK2/SPTSSA/SYK/CHD3/SOX7/KCNK2/ADGRF5/PRKCB/RIMKLB/LDB2/GRHL2/DPYD/LBH/RASD1/S100A12/HMGA1/PIM1/RPS6/OPLAH/SLCO3A1/CMKLR1/ICAM1/CASZ1/MYBL2/FOXE1/POU2AF1/PAX2/MOCOS/OSR2/ITGA2/TYMS/NAGS/SOX11/RBMS3/DLGAP5/CCR7/GUCY1B1/MXD1/BCL2L12/HAS3/ATP5F1D/SMPDL3A/DAPK1/GPX1/TMEM106A/SLFN11/DHCR7/PPP1R13L/CKM/GGT6/HPCA/HOXD10/HOPX/CHST11/ST6GALNAC5/FMOD/LILRB4/BTG2/GNE/BAG3/NPR2/CENPV/MOGAT2/MVD/PKIG/RAB27A/VCAN/PCNA/ZNF671/ZNF692/ERN2/LMO4/FST/SPIB/HS6ST2/ABCA1/NFIL3/S1PR1/GRHL1/CYBB/METTL27/LARP6/LPCAT4/BIRC5/DNMT1/NANOS1/NDP/MCM6/BASP1/ERFE/UQCC3/IRF4/RFC4/ABLIM2/TKT/RPL39L/NOSTRIN/UBE2L6/IRF2BPL/NR4A3/DERL3/NME3/NR1D1/YBX3/RGCC/HES6/MRPS12/PIK3CD/ALDH1A2/SLC25A10/CHST6/PRR16/CHAF1A/CD47/RELB/TCF4/MUCL1/BCL3/GAL/SH3YL1/CDH1/ZEB2/ALDH3B2/ZNF770/GLUL/FYN/CKMT1A/WWC2/RPL8/F2R/BDH1/PBLD/TNKS1BP1/FUT3/PKIA/MUC3A/FOLR2/HOXA5/FZD4/HOXA13/HOXA3/ZBTB4/WNT2/SPHK1/GINS1"
"GO:0009892","GO:0009892","negative regulation of metabolic process",191,"191/1074","TFCP2L1/TENT5A/VEGFA/USP2/RPS5/AURKB/CTSZ/ACACB/TWIST2/RILP/MIR22HG/DYSF/WNK2/SERPINA6/MYCN/APLN/GSTP1/SHMT1/TFPI/LRP5/GLIS2/SCX/HNF1B/ROBO1/CLDN3/HEYL/KLF15/RPS3/SERPINH1/IQGAP1/PAIP2B/GADD45B/DLL4/A2ML1/LGALS7B/HRAS/HSPB1/RPL29/ZNF423/OVOL1/DMD/TENT5C/HERC5/PLAUR/SERPINA5/NPPC/COL6A3/PBXIP1/DAPL1/SIRPA/CD2AP/RPS4X/TWSG1/TPPP/RPL21/NFATC2/PER1/MAGED1/FURIN/IGF1R/CD38/TGFB3/PARD6A/IFI6/NXN/CIB1/SLC24A3/RARG/SOX2/AGT/FGF2/TYROBP/BTK/PDE2A/TNFRSF4/TRERF1/LAMA4/HLA-F/CAMK2N2/FOXF2/FOXP4/TFAP2A/PITX1/ATOH8/HOXC8/NME1/KCNIP3/SLA2/HNF4A/IL20RB/PCBP4/BMP7/IRAK3/SVIP/RPL12/BCL6B/ITIH3/CCDC3/PRDX5/SIX1/EGFR/MIRLET7D/BDKRB2/WT1/TLE1/MICAL1/HK2/ANOS1/MFSD12/CHAC1/MDFI/ITGAM/SPINT1/SOX7/KCNK2/APLP2/LDB2/LBH/PPIF/RASD1/HMGA1/RPS6/CMKLR1/FOXE1/PAX2/OSR2/TYMS/SOX11/RBMS3/CCR7/MXD1/LZTS1/BCL2L12/SERPIND1/DAPK1/MIR429/GPX1/SLFN11/PPP1R13L/PSCA/HPCA/LILRB4/ACE/CILP/BTG2/BAG3/CENPV/LDLRAD4/STAP1/PKIG/DLG3/PCNA/ZNF692/ERN2/FST/NFIL3/BIRC5/DNMT1/NANOS1/DBNDD1/BASP1/TNFSF13/ERFE/NOSTRIN/UBE2L6/IRF2BPL/NR4A3/DERL3/NR1D1/YBX3/RGCC/PIK3CD/SPINT2/IGFBP3/RELB/BCL3/ZEB2/SYT11/TIMP2/FYN/WWC2/C1QL4/RPL8/MAPT/PBLD/SERPING1/TNKS1BP1/PKIA/ZBTB4/SPHK1/DUSP9"
"GO:0009893","GO:0009893","positive regulation of metabolic process",252,"252/1074","MYCL/TENT5A/RASL11A/VEGFA/MAOB/P2RX1/AURKB/HIP1R/ACACB/TRAF4/STAT5A/CCL22/NCAPG2/RILP/PJA2/BMPR1B/PDE5A/MID1IP1/MYCN/LY96/MBP/PAK1/ITGAX/APLN/GSTP1/PABPC1L/LRP5/GLIS2/NFAT5/CCL17/HRH1/SCX/HNF1B/PIP/TNFRSF18/CCL13/CCL18/ROBO1/ADRA1B/TRABD2B/CLDN3/HEYL/KLF15/TGFA/RPS3/IQGAP1/ARRDC4/PGF/GADD45B/DLL4/CXCR4/PAEP/NPNT/CCL24/EPHB6/LGALS7B/HRAS/HSPB1/MUC20/MAMSTR/CASP10/CYP26B1/HBB/ADCY9/ZNF423/NDRG4/OVOL1/CCL19/TENT5C/PLAUR/AVPR1A/VEGFD/CSRNP1/LPAR1/RPS4X/TFDP1/TWSG1/BMP8B/TTK/FLT4/RNF19A/NFATC2/PER1/MAGED1/TGFB1I1/FURIN/FANCI/IGF1R/CD38/TGFB3/CREB3L3/RASGRP1/CIB1/SLC24A3/RARG/SOX2/RAP2B/AGT/SEMA7A/FGF2/TYROBP/PDE2A/FAXDC2/GPR37L1/TRERF1/LPAR3/HLA-F/INAVA/CD177/FZD5/FOXF2/S100A9/TFAP2A/PITX1/SCT/IL7R/ATOH8/PLA2G10/CSF3/IL34/ERG/ADCY6/HNF4A/THPO/IL20RB/BMP7/HMGN5/SVIP/TCIM/CCDC3/SIX1/HSPA2/MDK/AMH/EGFR/IL27RA/CREB5/GPT/MAFF/WT1/PLXNB2/TMEM119/TLE1/DCN/HK2/SPON2/CLEC7A/SASH3/JUNB/SCAND1/P2RY1/RSAD2/ITGAM/IL6ST/S1PR2/TSHR/FPR1/SYK/SLN/SOX7/ADGRF5/PRKCB/LDB2/GRHL2/LBH/S100A12/HMGA1/HLA-G/PIM1/SLCO3A1/CMKLR1/ICAM1/CASZ1/SH3PXD2B/MYBL2/MMP14/GRB10/DOK5/FOXE1/POU2AF1/PAX2/OSR2/ITGA2/SOX11/RBMS3/ARL6IP5/TNFSF12/TRPM8/DLGAP5/CCR7/TNK2/BCL2L12/HAS3/DAPK1/TMEM106A/TNFAIP8L3/HOXD10/CD2/IL16/CCL20/CCL4/ACE/BTG2/BAG3/STAP1/RAB27A/DLG3/PCNA/ERN2/LMO4/SPIB/NFIL3/S1PR1/GRHL1/SLC38A2/LARP6/DNMT1/NANOS1/NDP/TNFSF13/IRF4/RFC4/IRF2BPL/NR4A3/NR1D1/YBX3/RGCC/PIK3CD/ALDH1A2/PRR16/IGFBP3/RELB/TCF4/BCL3/GAL/CDH1/ZEB2/NSG1/TIMP2/FYN/F2R/MAPT/SESN3/TNKS1BP1/MAP3K6/SLC26A9/HOXA5/FZD4/HOXA3/WNT2/SPHK1/DUSP9"
"GO:0018933","GO:0018933","nicotine metabolic process",0,"0/1074",""
"GO:0019222","GO:0019222","regulation of metabolic process",385,"385/1074","TFCP2L1/HIF3A/MYCL/TENT5A/RASL11A/VEGFA/USP2/MAOB/RPS5/P2RX1/AURKB/CTSZ/BRSK2/HIP1R/TSC22D3/ACACB/TRAF4/STAT5A/CCL22/DMPK/NCAPG2/RIPK4/TWIST2/FHL3/RILP/PJA2/MIR22HG/ZNF844/BMPR1B/PDE5A/DYSF/SPIN4/MID1IP1/WNK2/SERPINA6/MYCN/LY96/MBP/PAK1/ITGAX/APLN/GSTP1/PABPC1L/SHMT1/TFPI/LRP5/GLIS2/NFAT5/CCL17/HRH1/SCX/HNF1B/PIP/TNFRSF18/ZNF467/TMEM102/CCL13/CCL18/ROBO1/ADRA1B/TRABD2B/CLDN3/TCF19/HEYL/KLF15/TGFA/RPS3/SERPINH1/IQGAP1/ARRDC4/PGF/TCIRG1/PAIP2B/GADD45B/DLL4/CXCR4/PAEP/NPNT/A2ML1/CCL24/EPHB6/LGALS7B/HRAS/HSPB1/MUC20/MAMSTR/CASP10/CYP26B1/RPL29/HBB/ADCY9/ZNF423/NDRG4/OVOL1/CCL19/DMD/TENT5C/HERC5/PLAUR/AVPR1A/VEGFD/SERPINA5/NPPC/COL6A3/PBXIP1/DAPL1/CSRNP1/SIRPA/CD2AP/LPAR1/RPS4X/TFDP1/TWSG1/TPPP/RPL21/BMP8B/TTK/FLT4/RNF19A/BNC1/HOXB6/NFATC2/PER1/MAGED1/TGFB1I1/FURIN/FANCI/IGF1R/CD38/TGFB3/CREB3L3/PARD6A/RRAS/IFI6/NXN/RASGRP1/CIB1/SLC24A3/RARG/SOX2/RAP2B/AGT/SEMA7A/FGF2/PTPN14/TYROBP/BTK/PDE2A/TNFRSF4/ZNF367/FAXDC2/GPR37L1/TRERF1/LPAR3/LAMA4/HLA-F/INAVA/CD177/CAMK2N2/FZD5/FOXF2/S100A9/FOXP4/TFAP2A/PITX1/SCT/IL7R/HES2/ATOH8/HOXC8/PLA2G10/NME1/CSF3/ITGB6/KCNIP3/IL34/ERG/LTBP4/SLA2/ADCY6/HNF4A/THPO/IL20RB/PCBP4/BMP7/IRAK3/HMGN5/SVIP/RPL12/BCL6B/TCIM/ITIH3/CCDC3/TSC22D1/PRDX5/SIX1/HSPA2/MDK/ZNF92/AMH/EGFR/IL27RA/CREB5/MIRLET7D/GPT/MAFF/BDKRB2/WT1/PLXNB2/TMEM119/TLE1/DCN/MICAL1/HK2/SPON2/ANOS1/MFSD12/CLEC7A/SASH3/JUNB/CHAC1/SCAND1/MDFI/HOXD11/TMIGD3/P2RY1/RSAD2/KLF13/ITGAM/IL6ST/S1PR2/TSHR/FPR1/SPINT1/SYK/CHD3/SLN/SOX7/KCNK2/MTCL1/APLP2/ADGRF5/PRKCB/LDB2/GRHL2/LBH/PPIF/RASD1/S100A12/HMGA1/HLA-G/PIM1/RPS6/SLCO3A1/CMKLR1/ICAM1/CASZ1/SH3PXD2B/MYBL2/MMP14/GRB10/DOK5/FOXE1/POU2AF1/PAX2/OSR2/ITGA2/TYMS/SOX11/RBMS3/ARL6IP5/TNFSF12/TRPM8/DLGAP5/CCR7/TNK2/MXD1/LZTS1/BCL2L12/HAS3/SERPIND1/DAPK1/MIR429/GPX1/TMEM106A/SLFN11/DHCR7/PPP1R13L/TNFAIP8L3/PSCA/HPCA/HOXD10/CD2/IL16/HOPX/CCL20/CCL4/LILRB4/BTN3A2/ACE/CILP/BTG2/BAG3/CENPV/MFAP4/LDLRAD4/STAP1/MVD/PKIG/RAB27A/DAPK2/DLG3/PCNA/ZNF671/ZNF692/ERN2/LMO4/FST/SPIB/ABCA1/NFIL3/S1PR1/GRHL1/SLC38A2/LARP6/BIRC5/DNMT1/NANOS1/NDP/DBNDD1/BASP1/TNFSF13/ERFE/IRF4/RFC4/NOSTRIN/UBE2L6/IRF2BPL/NR4A3/DERL3/NR1D1/YBX3/RGCC/HES6/PIK3CD/ALDH1A2/SPINT2/PRR16/IGFBP3/CD47/RELB/TCF4/BCL3/GAL/RBM38/CDH1/ZEB2/NSG1/SYT11/TIMP2/ZNF770/FYN/WWC2/C1QL4/RPL8/F2R/MAPT/PBLD/SESN3/SERPING1/TNKS1BP1/PKIA/MAP3K6/ATP6V1C2/FOLR2/SLC26A9/HOXA5/FZD4/HOXA13/HOXA3/ZBTB4/WNT2/SPHK1/DUSP9/NPC2"
"GO:0019674","GO:0019674","NAD metabolic process",5,"5/1074","LDHA/GPD2/CD38/ENO3/HK2"
"GO:0019748","GO:0019748","secondary metabolic process",4,"4/1074","AKR1B10/FMO1/MFSD12/ZEB2"
"GO:0032259","GO:0032259","methylation",7,"7/1074","MAT2A/WT1/GRHL2/TYMS/BTG2/DNMT1/FBLL1"
"GO:0032963","GO:0032963","collagen metabolic process",19,"19/1074","P3H3/P3H2/MRC2/MMP1/SCX/SERPINH1/NPPC/FURIN/TGFB3/MMP15/MMP14/ITGA2/MMP11/MFAP4/MMP10/LARP6/RGCC/PRSS2/F2R"
"GO:0042440","GO:0042440","pigment metabolic process",5,"5/1074","SHMT1/APRT/MFSD12/ZEB2/BLVRB"
"GO:0042445","GO:0042445","hormone metabolic process",14,"14/1074","CTSZ/PCSK6/CYP26B1/FURIN/CYP11A1/AKR1B10/FOXE1/ADH1B/DHCR7/ACE/CRABP1/UGT2B7/ALDH1A2/GAL"
"GO:0044033","GO:0044033","multi-organism metabolic process",0,"0/1074",""
"GO:0044237","GO:0044237","cellular metabolic process",573,"573/1074","TFCP2L1/P3H3/HIF3A/AKT3/MYCL/TENT5A/RASL11A/VEGFA/USP2/MAOB/RPS5/TSPAN5/TRIO/P2RX1/GALK1/P3H2/HIBADH/AURKB/CYC1/CTSZ/BRSK2/HIP1R/TSC22D3/ACACB/TRAF4/NT5C2/ELOVL7/STYK1/WNK4/STAT5A/ASL/CCL22/MSLN/COL11A1/DMPK/NCAPG2/SSH3/RIPK4/UGT2B15/TWIST2/FHL3/CES3/PJA2/ZNF844/BMPR1B/PDE5A/DYSF/SPIN4/MID1IP1/WNK2/FABP6/SERPINA6/MYCN/LDHA/LIPH/GMPR/APOBEC3G/MBP/ENTPD7/PAK1/PCSK6/ABHD2/APLN/SNAP25/SLC27A5/GSTP1/MAT2A/PABPC1L/SLC7A2/SHMT1/TFPI/LRP5/ASRGL1/GLIS2/NFAT5/PTPRU/CCL17/GPRASP1/HRH1/MMP1/MUC6/SCX/ZDHHC1/HNF1B/TNFRSF18/ZNF467/TMEM102/AATK/CCL13/APH1B/CPM/CCL18/PTPRF/ROBO1/ADRA1B/TRABD2B/CLDN3/MELK/CKB/TCF19/HEYL/KLF15/TGFA/SNHG12/RPS3/NCAM1/SERPINH1/IQGAP1/ARRDC4/PGF/GPD2/TCIRG1/PITPNM1/PAIP2B/GADD45B/DLL4/CXCR4/SLC29A1/NPNT/PLA2G4F/A2ML1/OXCT1/TMTC2/CCL24/EPHB6/HRAS/HSPB1/DPM3/MUC20/MAMSTR/CASP10/CYP26B1/RPL29/HBB/ADCY9/FKBP4/BCAT1/ZNF423/NDRG4/OVOL1/CCL19/DMD/PSPH/FBXL7/ACSM5/GPC6/TENT5C/MX2/HERC5/PLAUR/AVPR1A/VEGFD/ZAP70/SERPINA5/NPPC/COL6A3/PBXIP1/DAPL1/IL17RD/CSRNP1/SIRPA/ELOVL2/SULT1C4/CD2AP/LPAR1/RPS4X/TFDP1/LOXL1/TWSG1/TPPP/RPL21/BMP8B/TTK/DNPH1/PTK7/FLT4/RNF19A/GUCY2C/TPP1/BNC1/HOXB6/RNF43/NFATC2/STX1A/PER1/MAGED1/B4GAT1/SLC6A8/TGFB1I1/FURIN/MFGE8/FANCI/CYP11A1/IGF1R/CFTR/FUT2/AOC1/KLHL13/CD38/GALNT12/TGFB3/CREB3L3/PARD6A/RRAS/IFI6/MPC1/NXN/RASGRP1/USP18/CIB1/RARG/CES2/RNASEH2A/GNS/SOX2/RAP2B/AGT/SEMA7A/FGF2/PTPN14/TYROBP/BTK/PDE2A/TNFRSF4/ZNF367/FAXDC2/GPR37L1/RNF183/RNF150/TRERF1/RPLP0P6/CERKL/ZDHHC9/LPAR3/GAD1/SNRPN/ASPDH/INAVA/CD177/CAMK2N2/FZD5/FOXF2/SGPP2/S100A9/FOXP4/TFAP2A/PITX1/IL7R/HES2/ATOH8/HOXC8/PLA2G10/TGFBR3/POMGNT2/NME1/CSF3/ASPA/ENO3/KCNIP3/IL34/ERG/MPP1/SLA2/UGT8/ADCY6/HNF4A/THPO/LYZ/CERS4/PNCK/PCBP4/BMP7/IRAK3/HMGN5/AKR1B10/SVIP/RPL12/BCL6B/TCIM/ITIH3/GDPD3/MMP15/TSC22D1/PRDX5/SIX1/HSPA2/NDUFS8/MDK/ZNF92/AMH/EGFR/APRT/NIPSNAP2/MSRB3/IL27RA/IL4I1/CYP7B1/CREB5/GPT/MAFF/BDKRB2/RASAL3/WT1/PLXNB2/TMEM119/TLE1/DHTKD1/DCN/MICAL1/HK2/HERC6/FMO1/ANOS1/MFSD12/GMDS/BSG/CERS6/CLEC7A/SYNPO2/JUNB/CHAC1/SCAND1/MDFI/HOXD11/TMIGD3/P2RY1/KLF13/TPST1/CMPK2/ITGAM/IL6ST/S1PR2/FKBP11/SPTSSA/FBN1/FPR1/NCF1C/SPINT1/SYK/CHD3/SOX7/KCNK2/MTCL1/APLP2/ADGRF5/PRKCB/RIMKLB/LDB2/GRHL2/DPYD/LBH/PPIF/RASD1/CPD/S100A12/HMGA1/PIM1/RPS6/OPLAH/SLCO3A1/CMKLR1/ICAM1/CASZ1/SH3PXD2B/SGK2/MYBL2/MMP14/DOK5/FOXE1/POU2AF1/PAX2/MOCOS/CACNG4/OSR2/ITGA2/TYMS/NAGS/SOX11/FBXO41/PTPRG/RBMS3/ARL6IP5/DLGAP5/CCR7/TNK2/GUCY1B1/MXD1/LZTS1/SLC2A3/BCL2L12/HAS3/ATP5F1D/SERPIND1/ADH1B/SMPDL3A/DAPK1/GPX1/TMEM106A/SLFN11/SPTBN2/PPP1R13L/CKM/CTSF/GGT6/TNFAIP8L3/PSCA/ALDH6A1/HPCA/HOXD10/HOPX/NAT1/CHST11/ST6GALNAC5/FMOD/CCL20/CCL4/LILRB4/ACE/NPL/IDS/CILP/PJA1/BTG2/GNE/ALDH4A1/BAG3/NPR2/CENPV/MOGAT2/COL3A1/WEE1/LDLRAD4/STAP1/CA4/MVD/PKIG/RAB27A/VCAN/SFTPB/DAPK2/CRABP1/DLG3/PCNA/EFR3B/ZNF671/FBXO17/ZNF692/ERN2/CDC42BPG/LMO4/FST/SPIB/HS6ST2/ABCA1/NFIL3/S1PR1/GRHL1/CYBB/METTL27/SLC38A2/LARP6/FUCA1/LPCAT4/RRS1/GIMAP7/BIRC5/DNMT1/HBA2/NANOS1/FBLL1/F13A1/NDP/DBNDD1/MCM6/BASP1/TNFSF13/ERFE/PHETA2/SCARNA9/UQCC3/IRF4/RFC4/GLYATL2/ABLIM2/TKT/RPL39L/NOSTRIN/UBE2L6/IRF2BPL/BSPRY/NR4A3/DERL3/NME3/PARP12/NR1D1/YBX3/RGCC/HES6/MRPS12/CRYZ/PIK3CD/UGT2B7/ALDH1A2/SPINT2/SLC25A10/CHST6/CTSW/PRR16/CHAF1A/MVB12B/CDCA5/IGFBP3/CD47/GM2A/RELB/TCF4/EPHX3/MUCL1/BCL3/PLOD1/GAL/SH3YL1/RBM38/CDH1/ZEB2/NSG1/MAST4/SYT11/ALDH3B2/TIMP2/ZNF770/GLUL/PRSS3/FYN/CKMT1A/WWC2/C1QL4/RPL8/F2R/CYP4F3/MAPT/FBXO27/BDH1/PBLD/ENDOD1/SESN3/SERPING1/TNKS1BP1/FUT3/PKIA/MUC3A/MAP3K6/ATP6V1C2/IL2RA/FOLR2/PLK4/ECHDC3/HOXA5/TNK1/FZD4/HOXA13/HOXA3/ZBTB4/WNT2/ASPHD1/SPHK1/SMPDL3B/MX1/DUSP9/BLVRB/GINS1/NEK6/NPC2"
"GO:0044238","GO:0044238","primary metabolic process",558,"558/1074","TFCP2L1/P3H3/HIF3A/AKT3/MYCL/TENT5A/RASL11A/VEGFA/USP2/MAOB/RPS5/TSPAN5/TRIO/P2RX1/GALK1/P3H2/HIBADH/AURKB/CYC1/CTSZ/BRSK2/HIP1R/TSC22D3/ACACB/TRAF4/NT5C2/ELOVL7/STYK1/WNK4/STAT5A/ASL/CCL22/MSLN/COL11A1/DMPK/NCAPG2/SSH3/RIPK4/UGT2B15/TWIST2/FHL3/CES3/RILP/PJA2/ZNF844/BMPR1B/PDE5A/DYSF/SPIN4/MID1IP1/WNK2/FABP6/SERPINA6/MYCN/LDHA/LIPH/GMPR/APOBEC3G/MBP/ENTPD7/CAPN5/PAK1/PCSK6/ABHD2/APLN/SLC27A5/GSTP1/PABPC1L/SHMT1/TFPI/LRP5/ASRGL1/GLIS2/NFAT5/PTPRU/CCL17/HRH1/MMP1/MUC6/SCX/ZDHHC1/HNF1B/PIP/TNFRSF18/ZNF467/TMEM102/AATK/CCL13/APH1B/YDJC/CPM/CCL18/PTPRF/ROBO1/ADRA1B/TRABD2B/CLDN3/MELK/TCF19/HEYL/KLF15/TGFA/SNHG12/RPS3/NCAM1/SERPINH1/IQGAP1/ARRDC4/PGF/GPD2/TCIRG1/PITPNM1/PAIP2B/GADD45B/DLL4/CXCR4/SLC29A1/NPNT/PLA2G4F/A2ML1/TMTC2/CCL24/EPHB6/HRAS/HSPB1/DPM3/MUC20/MAMSTR/CASP10/LAP3/CYP26B1/RPL29/ADCY9/FKBP4/BCAT1/ZNF423/NDRG4/OVOL1/CCL19/DMD/PSPH/FBXL7/ACSM5/GPC6/TENT5C/HERC5/PLAUR/KLK12/AVPR1A/VEGFD/ZAP70/SERPINA5/NPPC/COL6A3/PBXIP1/TINAG/IL17RD/CSRNP1/SIRPA/ELOVL2/SULT1C4/CD2AP/LPAR1/RPS4X/TFDP1/LOXL1/TWSG1/TPPP/XPNPEP2/RPL21/BMP8B/TTK/DNPH1/PTK7/FLT4/RNF19A/GUCY2C/TPP1/BNC1/HOXB6/RNF43/NFATC2/STX1A/PER1/MAGED1/B4GAT1/TGFB1I1/FURIN/MFGE8/FANCI/CYP11A1/IGF1R/CFTR/FUT2/KLHL13/CD38/ASPRV1/GALNT12/TGFB3/CREB3L3/PARD6A/RRAS/IFI6/MPC1/NXN/RASGRP1/USP18/CIB1/RARG/CES2/RNASEH2A/SOX2/RAP2B/AGT/SEMA7A/FGF2/PTPN14/BTK/PDE2A/TNFRSF4/ZNF367/FAXDC2/GPR37L1/RNF183/RNF150/TRERF1/RPLP0P6/CERKL/ZDHHC9/LPAR3/GAD1/SNRPN/ASPDH/INAVA/CAMK2N2/FZD5/FOXF2/SGPP2/S100A9/FOXP4/TFAP2A/PITX1/SCT/IL7R/HES2/ATOH8/HOXC8/PLA2G10/TGFBR3/POMGNT2/NME1/CSF3/ASPA/ENO3/KCNIP3/IL34/CPVL/ERG/MPP1/LTBP4/SLA2/UGT8/ADCY6/HNF4A/THPO/LYZ/CERS4/PNCK/PCBP4/BMP7/IRAK3/HMGN5/AKR1B10/SVIP/RPL12/BCL6B/TCIM/ITIH3/GLB1L2/CCDC3/ST14/GDPD3/MMP15/TSC22D1/PRDX5/SIX1/HSPA2/MDK/ZNF92/AMH/EGFR/APRT/MSRB3/IL27RA/IL4I1/CYP7B1/CREB5/GPT/MAFF/BDKRB2/RASAL3/WT1/PLXNB2/TMEM119/TLE1/DHTKD1/DCN/MICAL1/HK2/HERC6/ANOS1/GMDS/CERS6/CLEC7A/SYNPO2/JUNB/CHAC1/SCAND1/MDFI/HOXD11/TMIGD3/P2RY1/KLF13/TPST1/CMPK2/ITGAM/IL6ST/S1PR2/FKBP11/SPTSSA/FBN1/FPR1/SPINT1/SYK/CHD3/SOX7/KCNK2/APLP2/ADGRF5/PRKCB/RIMKLB/LDB2/GRHL2/DPYD/LBH/PPIF/RASD1/CPD/S100A12/HMGA1/PIM1/RPS6/SLCO3A1/CMKLR1/ICAM1/CASZ1/SGK2/MYBL2/MMP14/DOK5/FOXE1/POU2AF1/PAX2/MOCOS/CAPN13/OSR2/ITGA2/TYMS/NAGS/SOX11/FBXO41/PTPRG/RBMS3/ARL6IP5/TNFSF12/DLGAP5/CCR7/TNK2/GUCY1B1/MXD1/SLC2A3/BCL2L12/HAS3/ATP5F1D/SERPIND1/MMP11/ADH1B/SMPDL3A/DAPK1/GPX1/TMEM106A/SLFN11/DHCR7/SPTBN2/PPP1R13L/CTSF/GGT6/TNFAIP8L3/PSCA/ALDH6A1/HPCA/HOXD10/ECEL1/HOPX/CHST11/ST6GALNAC5/ADAM33/CCL20/CCL4/LILRB4/ACE/NPL/IDS/PJA1/BTG2/GNE/ALDH4A1/BAG3/NPR2/CENPV/MOGAT2/COL3A1/WEE1/LDLRAD4/MMP10/STAP1/MVD/PKIG/VCAN/SFTPB/DAPK2/CRABP1/DLG3/PCNA/EFR3B/ZNF671/FBXO17/ZNF692/ERN2/CDC42BPG/LMO4/FST/SPIB/HS6ST2/ABCA1/NFIL3/S1PR1/GRHL1/SLC38A2/LARP6/VWF/FUCA1/LPCAT4/APOLD1/RRS1/GIMAP7/BIRC5/DNMT1/NANOS1/FBLL1/F13A1/NDP/DBNDD1/MCM6/BASP1/DPP7/TNFSF13/ERFE/SCARNA9/UQCC3/IRF4/RFC4/GLYATL2/ABLIM2/TKT/RPL39L/NOSTRIN/UBE2L6/IRF2BPL/BSPRY/NR4A3/DERL3/NME3/PARP12/NR1D1/YBX3/RGCC/HES6/MRPS12/TPSAB1/PIK3CD/UGT2B7/ALDH1A2/SPINT2/SLC25A10/CHST6/CTSW/PRR16/CHAF1A/MVB12B/CDCA5/IGFBP3/GM2A/RELB/TCF4/KLK1/EPHX3/MUCL1/BCL3/PLOD1/GAL/SH3YL1/RBM38/CDH1/ZEB2/NSG1/MAST4/ALDH3B2/TIMP2/ZNF770/GLUL/C1R/PRSS3/FYN/WWC2/C1QL4/RPL8/PRSS2/F2R/CYP4F3/MAPT/FBXO27/PBLD/ENDOD1/SERPING1/TNKS1BP1/FUT3/PKIA/MUC3A/MAP3K6/IL2RA/FOLR2/PLK4/ECHDC3/HOXA5/TNK1/FZD4/HOXA13/HOXA3/ZBTB4/WNT2/ASPHD1/SPHK1/SMPDL3B/DUSP9/GINS1/NEK6/NPC2"
